PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,PROVINCIA,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad_Cliente,Tiempo
8,6,1,1.0,1,0,0,1,1,10,0,0,0,2.0,1,1.0,0,1903,29786,0,1,43,0
8,6,1,1.0,1,0,0,1,1,4,0,0,0,0.0,0,3.0,1,1903,0,0,1,38,0
8,6,1,1.0,1,2,0,1,1,48,1,0,0,4.0,1,0.0,0,5026,15913,1,2,62,10
8,6,1,1.0,1,2,0,1,1,43,1,0,0,2.0,1,0.0,0,4198,30518,1,0,48,6
8,6,1,1.0,1,2,0,1,1,50,1,0,0,2.0,0,0.0,0,2799,0,0,1,55,0
8,6,1,1.0,1,2,0,1,1,24,1,0,0,2.0,1,0.0,0,2799,6827,0,2,57,0
8,6,1,1.0,1,0,3,1,1,9,0,0,0,2.0,0,0.0,0,1903,0,0,1,65,0
8,6,1,1.0,1,2,0,1,1,19,1,0,0,4.0,1,0.0,0,2799,28562,0,1,62,0
8,6,1,1.0,1,2,0,1,1,32,1,0,0,4.0,1,0.0,0,4198,36437,1,2,38,6
8,6,1,1.0,1,0,0,1,1,48,0,0,0,2.0,1,0.0,0,1903,14481,0,1,37,0
8,6,1,1.0,1,2,0,1,1,8,1,0,0,2.0,1,0.0,0,2799,19129,0,1,37,0
8,6,1,1.0,1,2,0,1,1,26,1,0,0,4.0,1,0.0,0,2799,24422,1,1,60,9
8,6,1,1.0,1,0,3,1,1,27,0,0,0,2.0,1,0.0,0,2854,34758,0,3,39,0
8,6,1,1.0,1,2,0,1,1,32,1,0,0,4.0,1,0.0,1,2799,19599,1,2,55,8
8,6,1,1.0,1,0,0,1,2,33,0,0,0,3.0,1,0.0,0,1903,29186,0,1,45,0
8,6,1,1.0,1,2,0,1,1,35,1,0,0,2.0,1,0.0,0,2799,19756,0,1,60,0
8,6,1,1.0,1,0,0,1,1,32,0,0,0,4.0,1,0.0,0,1903,10318,1,1,53,6
8,6,1,1.0,1,0,0,1,1,32,0,0,0,4.0,1,0.0,0,1903,18347,1,1,50,7
8,6,1,1.0,1,0,0,1,1,1,0,0,0,2.0,0,0.0,0,1903,0,0,2,63,0
8,6,1,1.0,1,3,0,1,1,32,0,0,0,3.0,1,0.0,0,1903,28933,0,2,48,0
8,6,1,1.0,1,3,1,1,1,8,0,0,0,2.0,0,0.0,1,1903,0,0,2,58,0
8,6,1,1.0,1,3,0,1,1,32,0,0,0,3.0,1,3.0,1,1903,25771,0,2,40,0
8,6,1,1.0,1,2,1,1,1,32,1,0,0,4.0,1,0.0,0,2799,23745,0,2,44,0
8,6,1,1.0,1,2,0,0,2,8,1,0,0,4.0,0,0.0,1,2799,0,0,2,60,0
8,6,1,1.0,1,2,0,0,1,8,1,0,0,4.0,1,0.0,0,2799,10948,1,1,59,7
8,6,1,1.0,1,2,0,1,1,8,1,0,0,0.0,1,0.0,0,2799,27286,0,2,59,0
8,6,1,1.0,1,2,0,1,1,27,1,0,0,2.0,1,0.0,0,2799,26706,0,2,56,0
8,6,1,1.0,1,2,0,1,1,8,1,0,0,2.0,0,0.0,1,5026,0,1,2,69,7
8,6,1,1.0,1,2,0,1,1,21,1,0,0,4.0,1,0.0,0,2799,24837,0,1,54,0
8,6,1,1.0,1,0,0,1,1,28,0,0,0,4.0,1,0.0,0,2087,29623,0,2,52,0
8,6,1,1.0,1,3,0,1,1,15,0,0,0,4.0,1,0.0,0,1903,15083,0,2,38,0
8,6,1,1.0,1,0,0,1,1,35,0,0,0,2.0,0,0.0,0,1903,0,0,2,55,0
8,6,1,1.0,1,2,0,1,1,35,1,0,0,2.0,0,0.0,0,2799,0,0,0,32,0
8,6,1,1.0,1,0,0,1,1,32,0,0,0,3.0,1,0.0,0,1903,11633,0,1,40,0
8,6,1,1.0,1,3,0,1,1,3,0,0,0,4.0,1,2.0,0,1903,4900,1,2,45,4
8,6,1,1.0,1,3,0,1,1,32,1,0,0,4.0,1,0.0,0,3682,44853,1,2,38,6
8,6,1,1.0,1,2,0,1,1,13,1,0,0,2.0,0,0.0,0,2799,0,0,1,61,0
8,6,1,1.0,1,0,0,1,1,27,0,0,0,2.0,1,2.0,0,1903,15827,0,2,45,0
8,6,1,1.0,1,2,0,0,1,12,1,0,0,2.0,1,0.0,0,2799,10408,0,2,49,0
8,6,1,1.0,1,2,0,1,1,32,1,0,0,3.0,1,0.0,0,2799,17207,0,2,51,0
8,6,1,1.0,1,0,0,1,1,19,0,0,0,4.0,1,0.0,0,2854,35260,1,0,41,5
8,6,1,1.0,1,0,0,1,1,39,0,0,0,2.0,0,0.0,0,1903,0,0,1,46,0
8,6,1,1.0,1,0,3,0,1,15,0,0,0,2.0,1,0.0,0,1903,16130,0,1,53,0
8,6,1,1.0,1,0,0,1,1,48,0,0,0,4.0,1,3.0,1,1903,16559,1,1,52,7
8,6,1,1.0,1,2,0,0,1,35,1,0,1,3.0,0,2.0,0,1903,0,0,1,32,0
8,6,1,1.0,1,2,0,0,2,2,1,0,0,2.0,1,1.0,0,2799,26986,0,1,40,0
8,6,1,1.0,1,0,0,1,1,19,0,0,0,4.0,0,3.0,1,1903,0,0,0,33,0
8,6,1,1.0,1,0,0,1,1,43,0,0,0,2.0,0,0.0,0,1903,0,0,2,25,0
8,6,1,1.0,1,2,0,1,0,33,1,0,0,0.0,0,3.0,1,5026,0,1,1,57,7
8,6,1,1.0,1,0,0,1,1,2,0,0,0,2.0,0,0.0,0,1903,0,0,2,69,0
8,6,1,1.0,1,3,0,1,1,16,0,0,0,0.0,0,0.0,0,1903,0,0,1,40,0
8,6,1,1.0,1,3,0,1,1,1,0,0,0,3.0,1,0.0,0,1903,18882,0,1,37,0
8,6,1,1.0,1,2,0,1,0,49,1,0,1,0.0,0,0.0,0,1903,0,0,1,33,0
8,6,1,1.0,1,2,0,1,1,48,1,0,0,4.0,0,0.0,0,2799,0,0,1,48,0
8,6,1,1.0,1,2,0,1,1,48,1,0,0,3.0,0,0.0,0,2799,0,0,2,67,0
8,6,1,1.0,1,2,0,1,1,32,1,0,1,3.0,0,0.0,0,1903,0,1,1,66,3
8,6,1,1.0,1,2,0,1,1,8,1,0,0,2.0,0,0.0,0,2799,0,0,1,22,0
8,6,1,1.0,1,2,0,1,1,8,1,0,0,3.0,0,0.0,0,5026,0,1,2,34,7
8,6,1,1.0,1,1,0,1,1,37,0,0,0,4.0,0,2.0,0,1903,0,1,1,59,3
8,6,1,1.0,1,2,0,1,1,8,1,0,0,4.0,0,0.0,0,2799,0,0,1,36,0
8,6,1,1.0,1,2,0,1,1,8,1,0,0,4.0,0,0.0,0,2799,0,1,2,34,4
8,6,1,1.0,1,3,0,0,1,35,0,0,0,2.0,0,0.0,1,1903,0,0,2,70,0
8,6,1,1.0,1,2,0,1,1,52,0,0,1,3.0,0,0.0,0,2648,0,0,2,31,0
8,6,1,1.0,1,0,0,1,1,30,0,0,0,3.0,0,0.0,0,1903,0,0,1,42,0
8,6,1,1.0,1,2,3,0,1,37,1,0,0,2.0,1,0.0,0,2799,28526,0,1,51,0
8,6,1,1.0,1,2,0,1,1,47,1,0,0,4.0,0,0.0,1,2799,0,0,0,37,0
8,6,1,1.0,1,0,0,0,1,48,1,0,0,2.0,0,0.0,0,1903,0,0,1,64,0
8,6,1,1.0,1,0,0,1,1,32,1,0,0,4.0,0,0.0,0,3682,0,1,1,26,5
8,6,1,1.0,1,0,0,1,1,32,1,0,0,3.0,0,0.0,0,1903,0,0,1,46,0
8,6,1,1.0,1,2,3,1,1,32,1,0,0,3.0,1,0.0,0,4198,51110,1,0,57,7
8,6,1,1.0,1,0,0,0,1,11,1,0,0,4.0,1,3.0,1,2854,35516,0,1,58,0
8,6,1,1.0,1,3,0,0,1,47,0,0,0,3.0,0,0.0,0,1903,0,0,0,26,0
8,6,1,1.0,1,0,0,1,1,1,0,0,0,2.0,0,0.0,0,1903,0,0,1,47,0
8,6,1,1.0,1,2,0,1,1,27,1,0,0,2.0,1,1.0,0,2799,18264,0,2,59,0
8,6,1,1.0,1,2,0,1,1,32,0,0,1,0.0,0,0.0,0,2648,0,0,0,64,0
8,6,1,1.0,1,0,0,1,1,32,0,0,0,3.0,0,0.0,0,1903,0,0,2,28,0
8,6,1,1.0,1,2,0,1,1,13,0,0,1,0.0,0,0.0,0,2648,0,0,1,32,0
8,6,1,1.0,1,2,0,1,1,32,1,0,1,0.0,0,0.0,0,1903,0,0,1,36,0
8,6,1,1.0,1,3,3,1,1,41,1,0,0,2.0,0,0.0,0,2087,0,0,2,65,0
8,6,1,1.0,1,2,3,1,1,52,1,0,0,3.0,0,0.0,0,2799,0,0,0,66,0
8,6,1,1.0,1,2,0,1,1,32,1,0,0,3.0,0,0.0,0,2799,0,0,1,48,0
8,6,1,1.0,1,0,0,1,1,32,1,0,0,0.0,0,0.0,0,3682,0,1,1,67,5
8,6,1,1.0,1,2,0,0,1,32,0,0,1,0.0,0,0.0,0,2648,0,0,1,68,0
8,6,1,1.0,1,2,0,1,1,12,1,0,0,2.0,0,0.0,0,2799,0,0,0,50,0
8,6,1,1.0,1,2,0,0,1,7,1,0,1,3.0,0,0.0,0,1903,0,1,1,32,3
8,6,1,1.0,1,2,0,0,1,40,1,0,0,4.0,0,3.0,1,2799,0,0,1,57,0
8,6,1,1.0,1,3,0,1,1,50,0,0,0,0.0,0,0.0,1,1903,0,0,1,22,0
8,6,1,1.0,1,2,0,1,1,45,1,0,1,2.0,0,3.0,1,1903,0,0,0,69,0
8,6,1,1.0,1,0,2,1,1,33,1,0,1,0.0,0,0.0,0,2854,0,1,1,68,4
8,6,1,1.0,1,2,0,1,1,40,1,0,0,4.0,0,0.0,0,2799,0,1,1,62,4
8,6,1,1.0,1,0,0,1,1,32,0,0,0,4.0,0,0.0,1,1903,0,1,2,52,3
8,6,1,1.0,1,2,0,0,1,48,0,0,1,3.0,0,0.0,0,2648,0,0,1,65,0
8,6,1,1.0,1,0,3,0,1,48,1,0,0,0.0,0,0.0,0,1903,0,0,0,70,0
8,6,1,1.0,1,2,0,0,1,32,1,0,1,0.0,0,0.0,0,1903,0,0,0,21,0
8,6,1,1.0,1,0,0,1,1,32,0,0,0,4.0,0,0.0,0,1903,0,0,1,50,0
8,6,1,1.0,1,0,0,0,1,32,0,0,0,3.0,0,3.0,1,1903,0,0,0,40,0
8,6,1,1.0,1,2,3,1,1,32,0,0,1,0.0,0,0.0,0,2648,0,0,0,29,0
8,6,1,1.0,1,2,0,1,0,19,1,0,1,4.0,0,0.0,0,4800,0,1,1,27,6
8,6,1,1.0,1,1,3,1,1,39,1,0,0,0.0,0,0.0,0,1903,0,0,1,45,0
8,6,1,1.0,1,0,0,1,1,5,0,0,0,2.0,0,0.0,0,1903,0,0,1,34,0
8,6,1,1.0,1,2,3,1,1,17,1,0,1,2.0,0,0.0,0,4800,0,1,2,39,6
8,6,1,1.0,1,0,0,1,1,32,0,0,0,0.0,0,0.0,0,1903,0,0,1,36,0
8,6,1,1.0,1,0,0,0,1,32,1,0,0,0.0,0,0.0,0,1903,0,0,1,34,0
8,6,1,1.0,1,2,0,1,1,45,0,0,1,2.0,0,0.0,0,2648,0,0,2,54,0
8,6,1,1.0,1,3,0,0,1,52,0,0,0,4.0,0,0.0,0,1903,0,0,1,41,0
8,6,1,1.0,1,2,0,1,1,8,0,0,1,3.0,0,0.0,0,2648,0,0,1,58,0
8,6,1,1.0,1,3,0,1,1,8,0,0,0,4.0,0,0.0,0,1903,0,1,0,29,3
8,6,1,1.0,1,2,0,1,1,32,0,0,1,3.0,0,0.0,0,2648,0,0,2,22,0
8,6,1,1.0,1,0,0,1,1,39,0,0,0,0.0,0,0.0,0,1903,0,0,2,67,0
8,6,1,1.0,1,2,0,1,1,27,1,0,1,2.0,0,0.0,0,4800,0,1,2,52,6
8,6,1,1.0,1,2,0,0,1,32,1,0,1,0.0,0,0.0,0,2648,0,0,0,60,0
8,6,1,1.0,1,3,0,1,1,8,0,0,0,0.0,0,0.0,0,1903,0,0,1,21,0
8,6,1,1.0,1,2,2,0,1,8,0,0,1,0.0,0,0.0,0,1903,0,0,0,39,0
8,6,1,1.0,1,2,0,1,1,19,0,0,1,2.0,1,0.0,0,3972,42250,1,0,43,6
8,6,1,1.0,1,0,3,0,1,32,0,0,0,3.0,1,0.0,0,2854,41188,1,0,39,5
8,6,1,1.0,1,2,0,1,1,52,0,0,1,0.0,0,0.0,0,2648,0,0,1,55,0
8,6,1,1.0,1,2,3,1,1,27,0,0,1,2.0,0,0.0,0,2648,0,0,1,62,0
8,6,1,1.0,1,2,0,1,1,15,0,0,1,0.0,0,1.0,0,2648,0,0,1,50,0
8,6,1,1.0,1,0,0,1,1,8,0,0,0,0.0,0,0.0,0,1903,0,0,1,43,0
8,6,1,1.0,1,2,3,0,1,48,0,0,1,0.0,0,0.0,0,2648,0,0,1,53,0
8,6,1,1.0,1,2,0,1,1,32,1,0,1,0.0,0,0.0,0,1903,0,0,1,52,0
8,6,1,1.0,1,2,3,1,1,32,0,0,1,0.0,0,0.0,0,2648,0,0,1,32,0
8,6,1,1.0,1,0,0,1,1,48,0,0,0,0.0,0,0.0,0,1903,0,0,0,54,0
8,6,1,1.0,1,2,0,0,1,48,1,0,1,0.0,0,0.0,0,1903,0,0,0,46,0
8,6,1,1.0,1,2,0,1,1,48,0,0,0,0.0,0,0.0,0,2799,0,0,1,21,0
8,6,1,1.0,1,2,0,1,1,2,0,0,1,0.0,0,1.0,0,2648,0,0,1,63,0
8,6,1,1.0,1,2,0,1,1,19,0,0,1,0.0,0,0.0,0,2648,0,0,0,54,0
8,6,1,1.0,1,2,0,1,1,13,0,0,1,0.0,0,0.0,0,2648,0,0,1,31,0
8,6,1,1.0,1,2,0,1,1,47,0,0,1,0.0,0,0.0,0,2648,0,0,1,68,0
8,6,1,1.0,1,2,0,1,1,32,1,0,1,0.0,0,0.0,0,2854,0,1,1,50,4
8,6,1,1.0,1,0,2,1,1,8,0,0,0,0.0,0,0.0,0,1903,0,0,1,39,0
8,6,1,1.0,1,2,0,1,1,47,0,0,1,0.0,0,0.0,0,2648,0,0,1,39,0
8,6,1,1.0,1,0,0,1,1,50,0,0,0,0.0,0,0.0,0,1903,0,0,0,27,0
8,6,1,1.0,1,2,3,1,1,8,0,0,1,0.0,0,0.0,0,2648,0,0,0,62,0
8,6,1,1.0,1,3,0,0,1,47,0,0,1,0.0,0,0.0,0,2854,0,1,1,35,4
8,6,1,1.0,1,3,3,1,1,47,0,0,0,0.0,0,0.0,0,1903,0,0,0,34,0
8,6,1,1.0,1,2,3,1,1,26,0,0,1,0.0,0,0.0,0,2648,0,0,0,60,0
8,6,1,1.0,1,2,0,1,1,47,0,0,1,0.0,0,3.0,1,2648,0,0,1,53,0
8,6,1,1.0,1,0,0,1,1,48,1,0,0,0.0,0,0.0,0,1903,0,0,1,50,0
8,6,1,1.0,1,0,0,0,1,48,0,0,0,0.0,0,0.0,0,1903,0,0,1,60,0
8,6,1,1.0,1,3,0,1,1,35,0,0,0,0.0,0,0.0,0,1903,0,0,1,25,0
8,6,1,1.0,1,2,3,0,1,4,0,0,1,0.0,0,0.0,0,2648,0,0,1,57,0
8,6,1,1.0,1,2,0,1,1,32,0,0,1,0.0,0,0.0,0,2648,0,0,0,51,0
8,6,1,1.0,1,3,0,1,2,2,0,0,1,0.0,0,0.0,0,2854,0,1,0,53,4
8,6,1,1.0,1,1,0,1,1,8,0,0,0,0.0,0,3.0,1,1903,0,0,1,46,0
8,6,1,1.0,1,3,0,1,1,45,0,0,0,0.0,0,0.0,0,1903,0,0,0,63,0
8,6,1,1.0,1,0,0,1,1,19,0,0,0,0.0,0,0.0,0,1903,0,0,1,40,0
8,6,1,1.0,1,0,0,1,1,47,0,0,1,0.0,0,0.0,0,2854,0,1,0,67,4
8,6,1,1.0,1,2,0,0,1,2,1,0,1,0.0,0,0.0,0,1903,0,0,0,49,0
8,6,1,1.0,1,0,0,1,1,48,0,0,1,0.0,0,0.0,1,2854,0,1,0,42,4
8,6,1,1.0,1,2,0,1,1,50,0,0,1,0.0,0,0.0,0,2648,0,0,0,53,0
8,6,1,1.0,1,2,0,1,1,43,1,0,1,0.0,0,0.0,0,1903,0,0,1,43,0
8,6,1,1.0,1,2,0,0,1,30,0,0,1,0.0,0,0.0,0,2648,0,0,1,50,0
8,6,1,1.0,1,2,1,1,1,2,1,0,1,0.0,0,0.0,0,1903,0,0,0,51,0
8,6,1,1.0,1,2,0,1,1,32,0,0,1,0.0,0,0.0,0,2648,0,0,0,24,0
8,6,1,1.0,1,2,0,1,1,4,0,0,1,0.0,0,0.0,0,2648,0,0,0,52,0
8,6,1,1.0,1,3,0,1,1,35,0,0,0,0.0,0,0.0,0,1903,0,0,0,61,0
8,6,1,1.0,1,2,0,0,1,33,0,0,1,0.0,0,0.0,0,2648,0,0,1,26,0
8,6,1,1.0,1,2,3,1,1,47,0,0,1,0.0,0,0.0,0,2648,0,0,1,65,0
8,6,1,1.0,0,0,3,1,1,9,1,0,0,4.0,1,3.0,1,0,19877,0,2,55,0
8,6,1,1.0,0,0,0,1,1,7,0,1,0,3.0,0,2.0,1,751,14989,0,4,57,0
8,6,1,1.0,0,0,0,1,1,32,1,1,0,4.0,1,3.0,1,0,21691,0,2,50,0
8,6,1,1.0,0,0,0,1,1,32,1,0,0,4.0,1,2.0,0,751,21297,1,3,45,7
8,6,1,1.0,0,3,0,1,1,20,0,0,0,2.0,1,3.0,1,1816,12341,0,3,53,0
8,6,1,1.0,0,0,0,1,1,2,0,0,0,1.0,0,3.0,1,0,4074,0,4,62,0
8,6,1,1.0,0,0,0,1,1,35,0,0,0,2.0,1,3.0,1,0,8040,0,3,47,0
8,6,1,1.0,0,1,0,1,1,8,1,0,0,2.0,1,2.0,1,0,16265,0,4,45,0
8,6,1,1.0,0,0,0,1,1,8,1,0,0,1.0,1,2.0,0,1098,6936,0,2,67,0
8,6,1,1.0,0,0,0,0,1,27,1,0,0,4.0,1,2.0,1,1098,15278,0,2,50,0
8,6,1,1.0,0,0,3,1,1,8,1,0,0,4.0,1,3.0,1,0,5962,0,4,42,0
8,6,1,1.0,0,0,0,1,1,7,0,1,0,0.0,1,2.0,0,1098,15079,0,2,43,0
8,6,1,1.0,0,0,0,1,1,48,0,0,0,4.0,1,2.0,1,1098,17971,0,2,50,0
8,6,1,1.0,0,0,0,1,1,8,1,0,0,2.0,1,2.0,1,1648,31352,0,4,57,0
8,6,1,1.0,0,0,0,1,1,32,0,0,0,4.0,1,1.0,1,1648,31156,1,0,46,4
8,6,1,1.0,0,1,2,1,0,50,0,0,0,0.0,1,3.0,1,2476,36743,1,4,59,5
8,6,1,1.0,0,2,0,1,1,47,0,0,0,0.0,1,3.0,1,2184,14536,0,3,61,0
8,6,1,1.0,0,0,0,1,1,2,0,0,0,0.0,1,3.0,1,1829,11287,0,2,62,0
8,6,1,1.0,0,2,3,0,1,48,1,0,0,3.0,1,3.0,1,2915,13024,0,3,52,0
8,6,1,1.0,0,2,0,1,1,30,1,0,0,2.0,1,2.0,0,4918,9276,1,2,43,8
8,6,1,1.0,0,0,0,0,1,8,0,0,0,2.0,1,3.0,1,1829,13351,0,2,42,0
8,6,1,1.0,0,0,0,1,0,33,0,1,0,0.0,1,2.0,0,1829,16669,0,2,26,0
8,6,1,1.0,0,3,0,1,1,49,0,0,0,3.0,1,2.0,0,1829,11873,0,2,46,0
8,6,1,1.0,0,3,0,1,1,20,1,0,0,2.0,1,2.0,0,1829,9715,0,2,61,0
8,6,1,1.0,0,3,3,1,2,6,1,0,0,0.0,1,3.0,1,3571,36322,1,0,61,6
8,6,1,1.0,0,0,0,1,1,32,0,0,0,3.0,1,3.0,1,1829,13901,0,2,60,0
8,6,1,1.0,0,3,0,1,1,4,0,1,0,2.0,1,1.0,1,1829,12958,0,2,38,0
8,6,1,1.0,0,3,0,1,2,2,0,0,0,1.0,1,3.0,1,1829,12644,0,2,50,0
8,6,1,1.0,0,0,0,0,1,32,0,0,0,4.0,1,3.0,1,1829,19647,0,3,57,0
8,6,1,1.0,0,2,0,1,1,45,1,0,0,4.0,1,3.0,1,2727,22349,0,2,61,0
8,6,1,1.0,0,0,0,0,1,32,0,1,0,3.0,1,2.0,1,1829,7317,0,2,60,0
8,6,1,1.0,0,3,0,1,1,2,1,0,0,0.0,0,1.0,0,3571,0,1,1,54,5
8,6,1,1.0,0,3,0,1,1,22,1,0,0,2.0,1,3.0,1,3571,20126,1,2,42,9
8,6,1,1.0,0,2,0,1,1,47,1,0,0,2.0,1,1.0,0,2727,12709,0,2,37,0
8,6,1,1.0,0,2,0,1,1,47,1,0,0,0.0,1,0.0,0,2727,15250,0,3,53,0
8,6,1,1.0,0,3,0,1,1,19,0,0,0,4.0,1,3.0,1,1829,18908,0,2,44,0
8,6,1,1.0,0,2,0,1,1,8,1,0,0,4.0,1,2.0,0,2727,10335,0,1,51,0
8,6,1,1.0,0,2,3,1,1,32,1,0,0,3.0,1,2.0,1,2727,12948,0,2,61,0
8,6,1,1.0,0,3,0,1,1,30,0,0,0,3.0,1,1.0,0,1829,8392,0,1,50,0
8,6,1,1.0,0,3,0,0,1,30,0,0,0,1.0,1,2.0,0,1829,19599,0,1,55,0
8,6,1,1.0,0,3,0,1,2,30,0,0,0,4.0,1,1.0,1,1829,20395,0,1,49,0
8,6,1,1.0,0,0,3,1,1,21,0,0,0,0.0,1,3.0,1,2743,32725,1,0,50,5
8,6,1,1.0,0,3,0,1,1,32,0,0,0,4.0,1,3.0,1,1829,13059,1,1,38,6
8,6,1,1.0,0,2,0,1,1,1,1,0,0,2.0,1,0.0,0,2727,10210,0,2,47,0
8,6,1,1.0,0,0,0,1,1,32,1,0,0,3.0,1,0.0,0,1829,12507,0,1,56,0
8,6,1,1.0,0,3,0,1,1,24,0,0,0,2.0,1,0.0,0,1829,11223,0,2,44,0
8,6,1,1.0,0,2,0,0,1,32,1,0,0,3.0,1,0.0,0,2727,27238,0,1,62,0
8,6,1,1.0,0,2,0,1,1,50,1,0,0,4.0,1,2.0,0,2727,23786,0,2,47,0
8,6,1,1.0,0,3,0,0,2,3,0,0,0,3.0,0,0.0,0,1829,0,0,2,33,0
8,6,1,1.0,0,0,3,1,1,32,0,0,0,2.0,1,0.0,0,1829,19968,0,1,44,0
8,6,1,1.0,0,2,0,0,1,32,1,0,0,4.0,1,0.0,0,7678,33293,1,2,41,10
8,6,1,1.0,0,2,0,1,1,8,1,0,1,3.0,1,3.0,1,1829,19113,0,2,67,0
8,6,1,1.0,0,2,0,1,1,2,1,0,0,0.0,1,0.0,0,4090,40567,1,0,40,6
8,6,1,1.0,0,0,0,0,1,33,1,0,0,0.0,1,0.0,0,3571,43725,1,2,59,6
8,6,1,1.0,0,0,0,1,1,8,1,0,0,4.0,0,0.0,0,3571,0,1,2,43,5
8,6,1,1.0,0,2,3,1,1,32,1,0,1,0.0,0,0.0,0,1829,0,0,2,28,0
8,6,1,1.0,0,0,3,1,1,8,0,0,0,4.0,1,0.0,0,1829,28409,0,1,60,0
8,6,1,1.0,0,0,0,1,1,8,0,0,0,4.0,0,1.0,0,1829,0,1,1,30,3
8,6,1,1.0,0,0,0,1,1,2,1,0,0,4.0,0,0.0,0,3571,0,1,1,64,5
8,6,1,1.0,0,0,0,1,1,47,1,0,0,2.0,0,0.0,0,3571,0,0,2,29,0
8,6,1,1.0,0,0,0,1,1,24,1,0,0,4.0,0,0.0,0,1829,0,1,0,36,3
8,6,1,1.0,0,0,1,1,1,2,1,0,0,3.0,0,0.0,0,3571,0,1,1,65,5
8,6,1,1.0,0,0,0,1,1,25,0,0,0,0.0,0,0.0,0,1829,0,0,1,23,0
8,6,1,1.0,0,0,0,0,1,35,0,0,0,2.0,0,0.0,0,1829,0,0,1,52,0
8,6,1,1.0,0,2,0,1,1,32,0,0,1,0.0,0,0.0,0,2574,0,0,1,24,0
8,6,1,1.0,0,2,0,1,1,32,0,0,1,3.0,0,0.0,0,2574,0,0,1,61,0
8,6,1,1.0,0,2,0,1,1,13,1,0,1,4.0,1,0.0,0,4689,34114,1,1,46,7
8,6,1,1.0,0,0,0,1,1,35,0,0,0,2.0,0,1.0,0,1829,0,0,2,21,0
8,6,1,1.0,0,2,0,0,1,32,0,0,1,0.0,0,0.0,0,2574,0,0,1,28,0
8,6,1,1.0,0,0,0,1,1,8,0,0,0,3.0,0,0.0,1,1829,0,0,1,44,0
8,6,1,1.0,0,0,0,1,1,8,1,0,0,4.0,0,0.0,0,1829,0,1,2,70,3
8,6,1,1.0,0,2,0,1,1,30,0,0,1,0.0,0,0.0,0,2574,0,0,1,24,0
8,6,1,1.0,0,2,0,1,1,11,1,0,1,0.0,0,1.0,0,1829,0,0,1,68,0
8,6,1,1.0,0,3,0,1,1,39,0,0,1,0.0,0,0.0,0,2743,0,1,0,36,4
8,6,1,1.0,0,2,0,1,1,8,1,0,1,0.0,0,0.0,0,2574,0,0,0,27,0
8,6,1,1.0,0,2,0,0,1,45,1,0,1,0.0,0,0.0,0,2574,0,0,1,59,0
8,6,1,1.0,0,3,0,1,1,52,0,0,0,0.0,0,0.0,0,1829,0,0,1,27,0
8,6,1,1.0,0,2,0,1,1,32,0,0,1,0.0,0,0.0,0,2574,0,0,1,53,0
8,6,1,1.0,0,2,0,1,1,22,0,0,1,0.0,0,0.0,0,2574,0,0,1,27,0
8,6,0,2.0,1,3,0,1,1,39,0,0,0,2.0,1,0.0,1,1829,16671,0,2,55,0
8,6,0,2.0,1,2,0,0,1,8,1,0,0,4.0,1,0.0,0,4567,20931,0,2,58,0
8,6,0,2.0,1,3,0,0,1,32,0,0,0,3.0,1,0.0,0,1829,13098,0,1,53,0
8,6,0,2.0,1,2,0,0,1,48,1,0,0,2.0,1,0.0,0,2727,9357,0,2,53,0
8,6,0,2.0,1,3,0,1,1,22,0,0,0,3.0,1,0.0,0,1829,17458,0,1,43,0
8,6,0,2.0,1,2,3,1,1,8,1,0,0,4.0,0,0.0,0,4918,0,1,2,37,6
8,6,0,2.0,1,0,0,1,1,48,0,0,0,3.0,1,2.0,0,1829,12685,0,2,61,0
8,6,0,2.0,1,3,0,1,1,36,0,0,0,3.0,1,0.0,0,1829,11598,0,1,49,0
8,6,0,2.0,1,0,0,1,1,32,1,0,0,4.0,1,3.0,1,3571,10446,1,2,61,7
8,6,0,2.0,1,3,0,0,1,8,1,0,0,2.0,1,0.0,0,3571,11442,1,1,58,7
8,6,0,2.0,1,0,0,1,1,50,0,0,0,2.0,1,0.0,0,1829,6293,0,2,42,0
8,6,0,2.0,1,2,1,1,1,16,1,0,0,2.0,1,2.0,0,2727,11623,0,1,56,0
8,6,0,2.0,1,3,1,1,1,45,1,0,0,2.0,1,0.0,1,3571,11188,1,1,42,7
8,6,0,2.0,1,3,0,1,1,45,0,0,0,4.0,1,3.0,1,1829,17543,1,2,45,7
8,6,0,2.0,1,0,0,1,1,36,0,0,0,2.0,1,0.0,0,1829,13270,0,1,60,0
8,6,0,2.0,1,3,0,1,1,32,0,0,0,4.0,1,0.0,0,1829,19982,1,2,51,7
8,6,0,2.0,1,0,0,1,0,15,1,0,0,3.0,1,1.0,0,3571,16531,1,2,40,8
8,6,0,2.0,1,2,0,1,1,52,1,0,0,0.0,0,0.0,0,2727,0,0,1,59,0
8,6,0,2.0,1,3,0,1,1,52,0,0,0,4.0,1,0.0,0,1829,15431,0,2,55,0
8,6,0,2.0,1,3,0,1,1,43,0,0,0,4.0,1,0.0,0,1829,16193,1,2,43,7
