criterion,max_depth,min_samples_split,min_samples_leaf,n_estimators,max_features,min_weight_fraction_leaf,max_leaf_nodes,accuracy,f1_score,recall,roc_auc,precision,cv_score,train_score,overfitting
entropy,30,10,2,400,sqrt,0.0,50.0,0.8323673651359786,0.823872282964085,0.8323673651359786,0.9038273693565596,0.8263160879904582,0.8264930571103113,0.8313083799629936,OK
entropy,25,10,2,400,sqrt,0.0,50.0,0.8323673651359786,0.823872282964085,0.8323673651359786,0.9038273693565596,0.8263160879904582,0.8264930571103113,0.8313083799629936,OK
entropy,20,10,2,400,sqrt,0.0,50.0,0.8323673651359786,0.823872282964085,0.8323673651359786,0.9038273693565596,0.8263160879904582,0.8264930571103113,0.8313083799629936,OK
entropy,25,5,4,300,sqrt,0.0,50.0,0.8326348640213999,0.8238227548816134,0.8326348640213999,0.9041021347777688,0.8267170643416543,0.8272287312270334,0.8313083799629936,OK
entropy,30,5,4,300,sqrt,0.0,50.0,0.8326348640213999,0.8238227548816134,0.8326348640213999,0.9041021347777688,0.8267170643416543,0.8272287312270334,0.8313083799629936,OK
entropy,20,5,4,300,sqrt,0.0,50.0,0.8326348640213999,0.8238227548816134,0.8326348640213999,0.9041021347777688,0.8267170643416543,0.8272287312270334,0.8313083799629936,OK
entropy,20,10,6,400,sqrt,0.0,50.0,0.8327240303165403,0.8236624828270865,0.8327240303165403,0.9040601523078664,0.8269085112226123,0.8274070911506453,0.8315090175446419,OK
entropy,20,5,6,400,sqrt,0.0,50.0,0.8327240303165403,0.8236624828270865,0.8327240303165403,0.9040601523078664,0.8269085112226123,0.8274070911506453,0.8315090175446419,OK
entropy,30,10,6,400,sqrt,0.0,50.0,0.8327240303165403,0.8236624828270865,0.8327240303165403,0.9040601523078664,0.8269085112226123,0.8274070911506453,0.8315090175446419,OK
entropy,30,5,6,400,sqrt,0.0,50.0,0.8327240303165403,0.8236624828270865,0.8327240303165403,0.9040601523078664,0.8269085112226123,0.8274070911506453,0.8315090175446419,OK
entropy,25,10,6,400,sqrt,0.0,50.0,0.8327240303165403,0.8236624828270865,0.8327240303165403,0.9040601523078664,0.8269085112226123,0.8274070911506453,0.8315090175446419,OK
entropy,25,5,6,400,sqrt,0.0,50.0,0.8327240303165403,0.8236624828270865,0.8327240303165403,0.9040601523078664,0.8269085112226123,0.8274070911506453,0.8315090175446419,OK
entropy,25,10,6,300,sqrt,0.0,50.0,0.8322781988408382,0.8232598110310183,0.8322781988408382,0.9044498872499219,0.826375752563342,0.8277415045149941,0.8314644314153866,OK
entropy,25,5,6,300,sqrt,0.0,50.0,0.8322781988408382,0.8232598110310183,0.8322781988408382,0.9044498872499219,0.826375752563342,0.8277415045149941,0.8314644314153866,OK
entropy,20,10,6,300,sqrt,0.0,50.0,0.8322781988408382,0.8232598110310183,0.8322781988408382,0.9044498872499219,0.826375752563342,0.8277415045149941,0.8314644314153866,OK
entropy,20,5,6,300,sqrt,0.0,50.0,0.8322781988408382,0.8232598110310183,0.8322781988408382,0.9044498872499219,0.826375752563342,0.8277415045149941,0.8314644314153866,OK
entropy,30,5,6,300,sqrt,0.0,50.0,0.8322781988408382,0.8232598110310183,0.8322781988408382,0.9044498872499219,0.826375752563342,0.8277415045149941,0.8314644314153866,OK
entropy,30,10,6,300,sqrt,0.0,50.0,0.8322781988408382,0.8232598110310183,0.8322781988408382,0.9044498872499219,0.826375752563342,0.8277415045149941,0.8314644314153866,OK
entropy,20,5,4,400,sqrt,0.0,50.0,0.8320106999554169,0.8232324522889422,0.8320106999554169,0.9037291252062432,0.8259876306586001,0.8269612149476743,0.8314644314153866,OK
entropy,30,5,4,400,sqrt,0.0,50.0,0.8320106999554169,0.8232324522889422,0.8320106999554169,0.9037291252062432,0.8259876306586001,0.8269612149476743,0.8314644314153866,OK
entropy,25,5,4,400,sqrt,0.0,50.0,0.8320106999554169,0.8232324522889422,0.8320106999554169,0.9037291252062432,0.8259876306586001,0.8269612149476743,0.8314644314153866,OK
entropy,25,5,2,400,sqrt,0.0,50.0,0.8316540347748551,0.8226425344611562,0.8316540347748551,0.90379843307342,0.8256511122787906,0.8272956332817196,0.8315536036738971,OK
entropy,20,5,2,400,sqrt,0.0,50.0,0.8316540347748551,0.8226425344611562,0.8316540347748551,0.90379843307342,0.8256511122787906,0.8272956332817196,0.8315536036738971,OK
entropy,30,5,2,400,sqrt,0.0,50.0,0.8316540347748551,0.8226425344611562,0.8316540347748551,0.90379843307342,0.8256511122787906,0.8272956332817196,0.8315536036738971,OK
entropy,25,5,2,200,,0.01,,0.8249665626393223,0.8219219892470914,0.8249665626393223,0.8964464891955697,0.8204188348610293,0.8205407670915441,0.8250663218672671,OK
entropy,25,5,4,200,,0.01,,0.8249665626393223,0.8219219892470914,0.8249665626393223,0.8964464891955697,0.8204188348610293,0.8205407670915441,0.8250663218672671,OK
entropy,25,10,2,200,,0.01,,0.8249665626393223,0.8219219892470914,0.8249665626393223,0.8964464891955697,0.8204188348610293,0.8205407670915441,0.8250663218672671,OK
entropy,25,10,4,200,,0.01,,0.8249665626393223,0.8219219892470914,0.8249665626393223,0.8964464891955697,0.8204188348610293,0.8205407670915441,0.8250663218672671,OK
entropy,30,5,2,200,,0.01,,0.8249665626393223,0.8219219892470914,0.8249665626393223,0.8964464891955697,0.8204188348610293,0.8205407670915441,0.8250663218672671,OK
entropy,30,5,4,200,,0.01,,0.8249665626393223,0.8219219892470914,0.8249665626393223,0.8964464891955697,0.8204188348610293,0.8205407670915441,0.8250663218672671,OK
entropy,30,10,2,200,,0.01,,0.8249665626393223,0.8219219892470914,0.8249665626393223,0.8964464891955697,0.8204188348610293,0.8205407670915441,0.8250663218672671,OK
entropy,30,10,4,200,,0.01,,0.8249665626393223,0.8219219892470914,0.8249665626393223,0.8964464891955697,0.8204188348610293,0.8205407670915441,0.8250663218672671,OK
entropy,20,5,2,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,5,4,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,5,6,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,5,8,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,10,2,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,10,4,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,10,6,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,10,8,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,20,2,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,20,4,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,20,6,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,20,8,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,10,2,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,10,4,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,10,6,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,10,8,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,5,8,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,5,6,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,5,4,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,5,2,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,20,8,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,20,6,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,20,4,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,20,20,2,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,20,8,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,20,6,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,20,4,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,20,2,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,10,8,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,10,6,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,10,4,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,10,2,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,5,8,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,5,6,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,5,4,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,25,5,2,200,sqrt,0.01,100.0,0.8237182345073563,0.8178110150542914,0.8237182345073563,0.8869620108564956,0.8170347270023378,0.8150789960596768,0.8213210870098312,OK
entropy,30,20,2,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,20,4,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,20,6,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,20,8,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,20,2,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,20,4,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,20,6,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,20,8,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,5,2,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,5,4,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,5,6,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,5,8,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,10,2,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,10,4,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,10,6,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,10,8,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,5,8,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,5,6,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,5,4,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,5,2,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,10,8,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,10,6,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,10,4,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,10,2,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,5,8,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,5,6,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,5,4,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,25,5,2,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,20,8,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,20,6,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,20,4,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,20,2,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,10,8,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,10,6,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,10,4,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,20,10,2,400,sqrt,0.01,100.0,0.8227374052608114,0.8168095562168687,0.8227374052608114,0.8867450981140862,0.8159815109637861,0.8155694951677901,0.8198720378090376,OK
entropy,30,5,8,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,5,6,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,5,4,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,5,2,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,10,8,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,10,6,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,10,4,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,10,2,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,20,8,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,20,6,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,20,4,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,20,2,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,5,2,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,5,4,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,5,6,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,5,8,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,20,8,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,20,6,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,20,4,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,20,2,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,10,2,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,10,4,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,10,6,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,10,8,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,5,2,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,5,4,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,5,6,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,20,5,8,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,20,8,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,20,6,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,20,4,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,20,2,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,10,8,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,10,6,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,10,4,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,30,10,2,300,sqrt,0.01,100.0,0.8224699063753901,0.8166431163995898,0.8224699063753901,0.8867408024184449,0.8157439550653185,0.8156363524952075,0.8206300020063758,OK
entropy,25,20,8,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,25,20,6,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,25,20,4,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,25,20,2,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,25,10,8,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,25,10,6,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,25,10,4,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,25,10,2,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,20,10,8,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,20,10,6,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,20,10,4,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,20,10,2,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,20,5,8,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
entropy,20,5,6,200,sqrt,0.01,,0.8215782434239858,0.8152265862930679,0.8215782434239858,0.8864327851309747,0.8145650694338401,0.8160821442133376,0.8200057961968031,OK
