n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,scale_pos_weight,accuracy,f1_score,recall,roc_auc,precision,cv_score,train_score,overfitting
400,0.05,6,5,0.7,0.7,1,0.0,1,3,0.8393223361569326,0.846378604036789,0.8393223361569326,0.9444841000792079,0.877474003220194,0.8474484944926598,0.8682702811155449,OK
500,0.03,4,6,0.75,0.7,1,0.5,5,2,0.8405706642888988,0.8463313335438946,0.8405706642888988,0.9326499358867426,0.8652202594814118,0.8440376496376119,0.8500345542501728,OK
300,0.05,4,4,0.75,0.7,1,0.1,10,2,0.8406598305840393,0.8463235137152844,0.8406598305840393,0.9320158235926447,0.8645263327740471,0.8442829071426955,0.8496109860222485,OK
500,0.05,6,6,0.85,0.8,1,0.5,10,3,0.8392331698617922,0.846319293503049,0.8392331698617922,0.9451243774920504,0.8777559794748838,0.845531319757021,0.8679804712753862,OK
500,0.05,6,4,0.85,0.7,1,0.1,10,3,0.8392331698617922,0.8463020282448371,0.8392331698617922,0.945006225974433,0.8775114834870116,0.8456873538156314,0.8674008515950687,OK
500,0.05,6,6,0.85,0.7,1,0.5,10,3,0.8392331698617922,0.8463020282448371,0.8392331698617922,0.9447349209747126,0.8775114834870116,0.8450854500155418,0.8655505272309785,OK
300,0.05,4,4,0.85,0.8,2,0.1,5,2,0.8405706642888988,0.8462662611464336,0.8405706642888988,0.9333477477787077,0.8646776706965998,0.8443943794235192,0.850079140379428,OK
300,0.05,4,4,0.85,0.7,1,0.1,5,2,0.8405706642888988,0.8462580655972294,0.8405706642888988,0.9331827612461113,0.864610169570656,0.8456650691994657,0.8498116236038968,OK
300,0.05,4,6,0.85,0.7,1,0.1,5,2,0.8405706642888988,0.8462580655972294,0.8405706642888988,0.9328327614887385,0.864610169570656,0.8445950080599135,0.8496555721515037,OK
300,0.05,4,4,0.75,0.8,2,0.5,5,2,0.8404814979937584,0.8462413453974682,0.8404814979937584,0.9320179316655056,0.8651016389383615,0.8443274719022998,0.8494549345698553,OK
500,0.03,4,6,0.85,0.7,2,0.1,5,2,0.8403923316986179,0.8461997169269507,0.8403923316986179,0.932699376161578,0.8653925855225655,0.8434803419062149,0.8495441068283657,OK
500,0.05,6,4,0.75,0.8,2,0.1,5,3,0.8391440035666518,0.8461906597065832,0.8391440035666518,0.9450606381192235,0.8770614973174226,0.8443274599750282,0.8680696435338966,OK
300,0.05,4,4,0.75,0.7,2,0.1,5,2,0.8404814979937584,0.8461432717669625,0.8404814979937584,0.9324089195187898,0.8642898742304924,0.8443497669548283,0.8507479323182557,OK
500,0.03,4,4,0.75,0.7,2,0.5,10,2,0.8403923316986179,0.8461351177064799,0.8403923316986179,0.9322347250830361,0.8648470900607071,0.843324286974879,0.8487638495663999,OK
500,0.05,6,4,0.85,0.8,2,0.1,5,3,0.838965670976371,0.846128840338817,0.838965670976371,0.9448141725817998,0.8784458570177636,0.8433019874496238,0.8639677196424193,OK
500,0.03,4,6,0.75,0.7,2,0.1,10,2,0.8403031654034775,0.8460856244155688,0.8403031654034775,0.9320417369788515,0.8650687972558049,0.8430567612536283,0.8481173506921996,OK
500,0.03,4,6,0.75,0.7,2,0.5,5,2,0.8403031654034775,0.8460613453050959,0.8403031654034775,0.9324242726532116,0.8648644442711919,0.8441491159547999,0.8492988831174622,OK
300,0.05,4,6,0.75,0.8,1,0.5,5,2,0.8403031654034775,0.8460532249652964,0.8403031654034775,0.932446606293051,0.8647964698859496,0.8443943510962493,0.8504135363488419,OK
500,0.03,4,4,0.75,0.7,1,0.5,10,2,0.840213999108337,0.8460358956171218,0.840213999108337,0.9322114368441656,0.8652919771945377,0.8438593190355642,0.848540918920124,OK
500,0.03,4,6,0.85,0.7,2,0.5,10,2,0.840213999108337,0.8460198368398086,0.840213999108337,0.9321606243332226,0.8651550205076246,0.8433465745728626,0.8488530218249103,OK
500,0.05,6,6,0.85,0.8,1,0.1,10,3,0.838965670976371,0.8460142934532927,0.838965670976371,0.9452907362607544,0.8768114729463126,0.8448402297831822,0.8676014891767171,OK
300,0.05,4,6,0.85,0.8,1,0.1,5,2,0.840213999108337,0.8460117870230194,0.840213999108337,0.9332275279631886,0.8650866496710328,0.8444835417427253,0.8493434692467173,OK
300,0.05,4,6,0.85,0.8,2,0.1,5,2,0.840213999108337,0.8460037235770895,0.840213999108337,0.9331053392871674,0.8650183504905801,0.844171427407327,0.849633279086876,OK
500,0.03,4,4,0.75,0.7,2,0.1,5,2,0.840213999108337,0.8460037235770895,0.840213999108337,0.9327465293762339,0.8650183504905801,0.8451299998660566,0.84996767505629,OK
400,0.05,6,5,0.7,0.7,1,0.0,5,3,0.8388765046812305,0.8460012457962738,0.8388765046812305,0.9438729777117831,0.8777449087833741,0.8444612347629255,0.8634326860913569,OK
500,0.03,4,6,0.85,0.8,2,0.5,5,2,0.840213999108337,0.8459632016368781,0.840213999108337,0.9328485322602368,0.8646779290424634,0.8441491308638897,0.8498116236038968,OK
500,0.03,4,4,0.75,0.7,1,0.5,5,2,0.840213999108337,0.8459550562518847,0.840213999108337,0.9325030867357431,0.8646100595676083,0.8446841465245761,0.8494103484406001,OK
300,0.05,4,4,0.85,0.7,1,0.5,10,2,0.840213999108337,0.8459468971829117,0.840213999108337,0.932296793907558,0.864542261672831,0.843970795789115,0.8488753148895378,OK
300,0.05,4,4,0.75,0.7,2,0.5,10,2,0.8403031654034775,0.8459464142029897,0.8403031654034775,0.932137097444594,0.8639193165804555,0.8433465924637701,0.8486969703725171,OK
300,0.05,4,4,0.75,0.7,1,0.5,5,2,0.840213999108337,0.8459223377932936,0.840213999108337,0.9324223037927093,0.8643392973652202,0.8444835342881806,0.8503689502195867,OK
300,0.05,4,4,0.75,0.7,1,0.5,10,2,0.840213999108337,0.8459223377932936,0.840213999108337,0.9318856401497353,0.8643392973652202,0.8443051768497716,0.8493434692467173,OK
500,0.03,4,4,0.85,0.7,1,0.5,10,2,0.8401248328131966,0.8459218238328697,0.8401248328131966,0.9322917226002037,0.8649679240190007,0.8438370359103075,0.8485632119847516,OK
300,0.05,4,4,0.75,0.7,2,0.5,5,2,0.840213999108337,0.8459141239095276,0.840213999108337,0.932439367250396,0.8642717856875555,0.8452860831246628,0.8503689502195867,OK
500,0.03,4,4,0.75,0.7,1,0.1,10,2,0.8401248328131966,0.8459056606505682,0.8401248328131966,0.9321507402557514,0.8648314641561422,0.844037679455791,0.8487861426310275,OK
500,0.05,6,6,0.75,0.8,2,0.1,5,3,0.8387873383860901,0.8458844704412103,0.8387873383860901,0.9447174597674295,0.8772110497265422,0.8452860995246613,0.8667989388501237,OK
400,0.05,6,3,0.7,0.7,1,1.0,1,3,0.8387873383860901,0.8458612862380926,0.8387873383860901,0.944601396435193,0.8768856905196108,0.8462223739490448,0.8685823840203313,OK
500,0.03,4,4,0.75,0.7,2,0.1,10,2,0.8400356665180562,0.8458399251781791,0.8400356665180562,0.9320886714312295,0.8649175178242838,0.8436586829446253,0.849031366341931,OK
300,0.05,4,6,0.85,0.8,2,0.5,5,2,0.8400356665180562,0.8458318527328675,0.8400356665180562,0.9333298888218283,0.8648492139032491,0.8446396056195149,0.8489421940834206,OK
300,0.05,4,4,0.85,0.7,1,0.5,5,2,0.8400356665180562,0.845823766635393,0.8400356665180562,0.9326455805286616,0.8647809815786728,0.8454421112196373,0.8501237265086832,OK
500,0.03,4,6,0.85,0.7,1,0.1,5,2,0.8399465002229157,0.8457981736335534,0.8399465002229157,0.9327380771973098,0.8652099163644777,0.8440822650881209,0.849142831665069,OK
300,0.05,4,4,0.85,0.8,1,0.1,5,2,0.8400356665180562,0.8457912855672766,0.8400356665180562,0.9334335821416158,0.8645087680242199,0.844483522360909,0.849633279086876,OK
500,0.03,4,4,0.85,0.8,1,0.1,5,2,0.8400356665180562,0.8457912855672766,0.8400356665180562,0.9330334062726544,0.8645087680242199,0.8442382976558224,0.8499453819916624,OK
500,0.03,4,4,0.85,0.7,1,0.1,5,2,0.8399465002229157,0.8457901716778843,0.8399465002229157,0.9330398895910761,0.8651412162220696,0.8437478571911029,0.8498785027977797,OK
500,0.03,4,4,0.85,0.7,2,0.1,5,2,0.8399465002229157,0.8457741269080218,0.8399465002229157,0.9328852445479867,0.8650040308317226,0.844461245199288,0.8497893305392692,OK
300,0.05,4,6,0.85,0.7,1,0.1,10,2,0.8400356665180562,0.8457667810341605,0.8400356665180562,0.9321075247621,0.8643053590872559,0.843614112221385,0.849254296988207,OK
500,0.03,4,6,0.85,0.8,2,0.1,5,2,0.8400356665180562,0.8457256657392835,0.8400356665180562,0.9329795112023389,0.863967774269496,0.8434580528173224,0.8497001582807588,OK
300,0.05,4,4,0.85,0.8,1,0.5,5,2,0.8399465002229157,0.8457256651696229,0.8399465002229157,0.9330515635417311,0.8645941929853801,0.8443274957568433,0.849744744410014,OK
500,0.03,4,4,0.85,0.8,1,0.5,5,2,0.8399465002229157,0.8456767109732358,0.8399465002229157,0.9328776674181748,0.8641869307553388,0.844126808975,0.8503689502195867,OK
500,0.03,4,4,0.75,0.7,2,0.5,5,2,0.8398573339277753,0.8456680633333387,0.8398573339277753,0.9325572801182557,0.8647483859775349,0.8446172703124448,0.8495218137637381,OK
500,0.05,6,4,0.85,0.8,1,0.1,10,3,0.8385198395006688,0.8456374046223082,0.8385198395006688,0.9451473475312439,0.8770798024508879,0.8451745974256583,0.8688276077312348,OK
300,0.05,4,6,0.85,0.7,2,0.5,10,2,0.8398573339277753,0.8456356555189385,0.8398573339277753,0.9318809467044975,0.8644755805743924,0.8438370567830328,0.8481173506921996,OK
300,0.05,4,4,0.85,0.7,2,0.1,5,2,0.8398573339277753,0.845619369497675,0.8398573339277753,0.9327153855828338,0.8643396070059762,0.8447733371710523,0.8501906057025659,OK
500,0.03,4,6,0.75,0.7,1,0.5,10,2,0.8397681676326348,0.8455780911476112,0.8397681676326348,0.9320162611172005,0.8646296555970381,0.8430567612536283,0.8482288160153376,OK
500,0.03,4,6,0.85,0.7,1,0.5,10,2,0.8397681676326348,0.8455780911476112,0.8397681676326348,0.93203634747182,0.8646296555970381,0.8432797132698209,0.8485855050493791,OK
500,0.05,6,6,0.75,0.7,2,0.1,5,3,0.8384306732055283,0.8455608019880434,0.8384306732055283,0.9441792051260695,0.8771177574225201,0.8445058502134343,0.8657511648126268,OK
300,0.05,4,4,0.75,0.7,2,0.1,10,2,0.8398573339277753,0.8455371157279497,0.8398573339277753,0.9321108658587098,0.8636640271007253,0.8439261997204225,0.850079140379428,OK
500,0.03,4,6,0.85,0.7,2,0.5,5,2,0.8396790013374944,0.8455284265951837,0.8396790013374944,0.9324709087933923,0.8648532229619653,0.8441714438073253,0.8490759524711862,OK
300,0.05,4,6,0.75,0.7,2,0.1,10,2,0.8398573339277753,0.8455204997971368,0.8398573339277753,0.9319321967399966,0.8635297681404932,0.8437701432981776,0.849142831665069,OK
300,0.05,4,6,0.75,0.7,1,0.1,10,2,0.8398573339277753,0.8455121711328023,0.8398573339277753,0.9319172015802114,0.8634627457248903,0.8439039121224389,0.8498116236038968,OK
500,0.05,6,4,0.85,0.7,2,0.1,5,3,0.8383415069103879,0.845507003500993,0.8383415069103879,0.9447978051859068,0.877483750036044,0.8434803404153058,0.8626301357647636,OK
300,0.05,4,4,0.75,0.8,1,0.5,5,2,0.8397681676326348,0.8454965468446746,0.8397681676326348,0.9322580332093866,0.8639501199153654,0.8441268373022702,0.8500345542501728,OK
500,0.03,4,4,0.85,0.8,2,0.1,10,2,0.8396790013374944,0.8454881110444235,0.8396790013374944,0.932367871760439,0.8645109407285869,0.8433019844678059,0.8492097108589518,OK
300,0.05,4,4,0.75,0.7,1,0.1,5,2,0.8397681676326348,0.8454800732387523,0.8397681676326348,0.9324226021049067,0.8638150701782138,0.8445504164639477,0.8500345542501728,OK
300,0.05,4,6,0.75,0.7,1,0.5,10,2,0.8397681676326348,0.8454800732387523,0.8397681676326348,0.931915570806866,0.8638150701782138,0.8433911840597358,0.849142831665069,OK
500,0.05,6,6,0.85,0.7,1,0.1,10,3,0.8384306732055283,0.8454791259385085,0.8384306732055283,0.9448062374773513,0.8759811898410308,0.8450854246700895,0.8665983012684754,OK
300,0.05,4,6,0.85,0.8,1,0.5,5,2,0.8396790013374944,0.8454637575852181,0.8396790013374944,0.9331467251326753,0.8643064294742532,0.844617298639715,0.849142831665069,OK
500,0.03,4,6,0.75,0.7,2,0.5,10,2,0.8396790013374944,0.8454637575852181,0.8396790013374944,0.9318683579297705,0.8643064294742532,0.8433465626455909,0.8482956952092204,OK
300,0.05,4,6,0.85,0.7,1,0.5,10,2,0.8396790013374944,0.8454556123636568,0.8396790013374944,0.9318138463475808,0.8642384020032999,0.8436141226577477,0.8486300911786343,OK
500,0.05,6,4,0.75,0.8,2,0.5,10,3,0.8382523406152474,0.8454528620232536,0.8382523406152474,0.9441904614396481,0.8778519953838553,0.8444612287992895,0.8635441514144949,OK
500,0.03,4,6,0.85,0.7,1,0.5,5,2,0.839589835042354,0.8454465286064144,0.839589835042354,0.9327382561846282,0.8648029939955892,0.8439039225588014,0.8498116236038968,OK
300,0.05,4,4,0.85,0.7,2,0.1,10,2,0.8396790013374944,0.8454146803877193,0.8396790013374944,0.9320155252804473,0.8638993362659009,0.8443497654639195,0.848540918920124,OK
500,0.03,4,6,0.75,0.7,2,0.1,5,2,0.839589835042354,0.8454143129065795,0.839589835042354,0.9325241674643536,0.8645288729004027,0.8443943481144314,0.8487638495663999,OK
500,0.03,4,4,0.75,0.7,1,0.1,5,2,0.839589835042354,0.84539812301709,0.839589835042354,0.9324672296096255,0.8643922413525945,0.8448402238195462,0.8494995206991105,OK
300,0.05,4,6,0.75,0.7,2,0.5,10,2,0.8396790013374944,0.8453816872905418,0.8396790013374944,0.931705380032636,0.8636293689896425,0.8435695086981477,0.8488753148895378,OK
300,0.05,4,6,0.85,0.8,2,0.1,10,2,0.8395006687472135,0.8453806528658159,0.8395006687472135,0.9325118770018239,0.8648903508767907,0.8439708017527506,0.8480058853690617,OK
300,0.05,4,4,0.85,0.7,2,0.5,10,2,0.839589835042354,0.845365578845655,0.839589835042354,0.9320397283433898,0.8641198358040273,0.8443274942659343,0.8484963327908688,OK
500,0.03,4,4,0.85,0.7,2,0.5,10,2,0.8395006687472135,0.8453646316675363,0.8395006687472135,0.9320539081165021,0.8647527851632416,0.8437032700678642,0.8485855050493791,OK
300,0.05,4,4,0.75,0.8,2,0.1,5,2,0.839589835042354,0.8453574085085058,0.839589835042354,0.9323847164558474,0.8640519130082683,0.8449516811912806,0.8494995206991105,OK
300,0.05,4,4,0.75,0.8,2,0.5,10,2,0.839589835042354,0.8453574085085058,0.839589835042354,0.9313772167281071,0.8640519130082683,0.8436140943304776,0.8479390061751789,OK
500,0.05,6,4,0.85,0.8,2,0.5,5,3,0.838163174320107,0.8453365754849984,0.838163174320107,0.9451744342787602,0.8773146794256911,0.8431459608455582,0.86238491205386,OK
300,0.05,4,6,0.85,0.8,1,0.5,10,2,0.8395006687472135,0.8453324253971294,0.8395006687472135,0.932191827789062,0.8644785118891449,0.8441491577002508,0.8478944200459237,OK
300,0.05,4,4,0.85,0.8,1,0.1,10,2,0.8394115024520731,0.8453067399864601,0.8394115024520731,0.9328654565055646,0.8649091662091221,0.8440376720012462,0.8484963327908688,OK
500,0.03,4,6,0.85,0.8,1,0.1,5,2,0.8395006687472135,0.845283705369623,0.8395006687472135,0.9326520439596035,0.8640692459684216,0.843903904667894,0.8495441068283657,OK
500,0.03,4,6,0.85,0.8,2,0.1,10,2,0.8394115024520731,0.8452262476674702,0.8394115024520731,0.9323316765471644,0.8642231023767919,0.8431905270960716,0.8484071605323584,OK
500,0.03,4,4,0.85,0.8,2,0.1,5,2,0.8395006687472135,0.8452179761964979,0.8395006687472135,0.9331467450201552,0.863527556473781,0.844238308092185,0.849744744410014,OK
500,0.03,4,4,0.85,0.7,2,0.5,5,2,0.8393223361569326,0.8452168526112839,0.8393223361569326,0.9328649394310892,0.8647901453809927,0.8444389680376672,0.8490759524711862,OK
300,0.05,4,6,0.75,0.8,1,0.1,5,2,0.8394115024520731,0.8452099849417776,0.8394115024520731,0.9323003139914864,0.8640867470323987,0.8446395951831521,0.8501014334440555,OK
500,0.03,4,4,0.85,0.8,2,0.5,5,2,0.8394115024520731,0.8452018329952418,0.8394115024520731,0.9328762355196276,0.8640186764640277,0.8437032566496835,0.849633279086876,OK
500,0.03,4,4,0.75,0.8,1,0.1,5,2,0.8393223361569326,0.8451928145916113,0.8393223361569326,0.9330081690607612,0.8645836762932937,0.8452415153832403,0.8499453819916624,OK
500,0.03,4,6,0.85,0.7,2,0.1,10,2,0.8393223361569326,0.8451847745965078,0.8393223361569326,0.9319450440519611,0.8645149962247507,0.8440599685446836,0.8483625744031031,OK
300,0.05,4,6,0.75,0.8,2,0.1,5,2,0.8394115024520731,0.8451690878005376,0.8394115024520731,0.93222985265048,0.863747107961392,0.8449962712963374,0.8494995206991105,OK
500,0.03,4,4,0.85,0.7,2,0.1,10,2,0.8393223361569326,0.8451686535767405,0.8393223361569326,0.9321803129382454,0.8643778504571092,0.8439930923325522,0.8485632119847516,OK
500,0.03,4,6,0.85,0.7,1,0.1,10,2,0.8393223361569326,0.8451686535767405,0.8393223361569326,0.932187353106102,0.8643778504571092,0.8433242944294238,0.8487861426310275,OK
300,0.05,4,4,0.85,0.8,2,0.1,10,2,0.8392331698617922,0.8451349540230915,0.8392331698617922,0.9323933277346101,0.8647400727044802,0.8436141286213837,0.8488976079541655,OK
300,0.05,4,6,0.85,0.8,2,0.5,10,2,0.8393223361569326,0.8451281113233211,0.8393223361569326,0.9323822305208699,0.8640362359834705,0.8438370329284895,0.8486300911786343,OK
500,0.05,6,6,0.85,0.7,2,0.1,5,3,0.8378956754346857,0.8451120745084205,0.8378956754346857,0.9443243638412842,0.8775138097437969,0.8427446573545924,0.860846690594556,OK
500,0.03,4,6,0.85,0.8,1,0.5,5,2,0.8393223361569326,0.8451117983755894,0.8393223361569326,0.9327513819213104,0.8639000899335431,0.8437032745405909,0.8494995206991105,OK
300,0.05,4,6,0.75,0.8,2,0.1,10,2,0.8392331698617922,0.8451109231539257,0.8392331698617922,0.9318168493570338,0.8645334898095733,0.8431236538657583,0.8487861426310275,OK
500,0.05,6,4,0.75,0.7,2,0.5,10,3,0.8378956754346857,0.845106440606849,0.8378956754346857,0.9439955840248806,0.8774313249156,0.8426555218717477,0.8609358628530664,OK
300,0.05,4,4,0.85,0.8,2,0.5,10,2,0.8392331698617922,0.8450867692563584,0.8392331698617922,0.9326491006125901,0.864327550002921,0.8440822650881209,0.8487415565017723,OK
300,0.05,4,4,0.75,0.8,1,0.1,10,2,0.8393223361569326,0.8450790074824732,0.8393223361569326,0.9316395723619079,0.8636286540454701,0.843391176605191,0.8486969703725171,OK
300,0.05,4,6,0.75,0.7,1,0.5,5,2,0.8393223361569326,0.8450790074824732,0.8393223361569326,0.9322194713860132,0.8636286540454701,0.8443274972477522,0.8499007958624072,OK
500,0.05,6,4,0.75,0.8,2,0.1,10,3,0.8378956754346857,0.8450780837034477,0.8378956754346857,0.9443654911495544,0.8770200283587748,0.8439707838618432,0.8638339612546537,OK
500,0.05,6,6,0.85,0.8,2,0.1,10,3,0.8378065091395452,0.8450520897085614,0.8378065091395452,0.9443840859431871,0.8778013671068499,0.8407605750977342,0.8590632454243485,OK
500,0.03,4,4,0.85,0.8,1,0.1,10,2,0.8392331698617922,0.8450299305332709,0.8392331698617922,0.9321662524900118,0.863849522902595,0.8437701432981776,0.8480727645629444,OK
300,0.05,4,6,0.75,0.8,1,0.1,10,2,0.8392331698617922,0.8449971489752189,0.8392331698617922,0.9318073232541996,0.8635779342717661,0.8431236508839403,0.8481396437568273,OK
500,0.03,4,6,0.75,0.8,1,0.5,5,2,0.8391440035666518,0.8449968096850388,0.8391440035666518,0.9327358299120901,0.8642087279461999,0.8446395817649717,0.8485855050493791,OK
500,0.05,6,6,0.85,0.8,2,0.1,5,3,0.8377173428444048,0.8449416807510041,0.8377173428444048,0.9448338015243832,0.8773447169237676,0.842142750572685,0.8619836368905633,OK
500,0.03,4,6,0.75,0.8,1,0.5,10,2,0.8390548372715114,0.8449391105340187,0.8390548372715114,0.9321504817185137,0.8643643831708473,0.8436586799628074,0.8478721269812961,OK
300,0.05,6,4,0.85,0.8,2,0.1,5,3,0.8376281765492644,0.8449204837765163,0.8376281765492644,0.943656144519293,0.8782140862921811,0.8404038960027312,0.8572575071895133,OK
400,0.05,6,5,0.7,0.7,1,0.1,5,3,0.8377173428444048,0.8449133552060957,0.8377173428444048,0.943889345107676,0.8769330648550723,0.8451300326660537,0.8649263214214058,OK
500,0.03,4,6,0.85,0.8,1,0.1,10,2,0.8390548372715114,0.8448824969682309,0.8390548372715114,0.9324399439873108,0.8638848244251865,0.843145931027379,0.8484517466616136,OK
300,0.05,4,6,0.75,0.8,2,0.5,10,2,0.8390548372715114,0.8448743544195625,0.8390548372715114,0.9316361914903384,0.8638166014213706,0.8431013677586835,0.8484740397262411,OK
500,0.03,4,4,0.75,0.8,2,0.1,5,2,0.838965670976371,0.8448572245852293,0.838965670976371,0.9325698688929827,0.864314218995014,0.8446173120578955,0.8494995206991105,OK
500,0.03,4,6,0.75,0.8,2,0.1,10,2,0.8388765046812305,0.8448312489678383,0.8388765046812305,0.9320685651891303,0.8647476623575574,0.8432797132698209,0.8487861426310275,OK
500,0.03,4,6,0.75,0.7,1,0.1,5,2,0.838965670976371,0.8448168668151198,0.838965670976371,0.9326050100698264,0.8639711304252853,0.8439261892840596,0.8494549345698553,OK
300,0.05,4,6,0.85,0.7,2,0.1,5,2,0.838965670976371,0.8448006276675355,0.838965670976371,0.9322369922557356,0.8638343943792629,0.8451523187731285,0.8494549345698553,OK
500,0.05,6,6,0.85,0.7,2,0.5,10,3,0.8375390102541239,0.844765640696193,0.8375390102541239,0.9438538857311548,0.8770931475482122,0.8413624878432775,0.8596428651046659,OK
500,0.03,4,4,0.75,0.8,2,0.5,10,2,0.8387873383860901,0.8447414045224754,0.8387873383860901,0.9319694261022217,0.8646284670196769,0.843948488809315,0.8479390061751789,OK
500,0.03,4,6,0.85,0.8,1,0.5,10,2,0.8387873383860901,0.8446854164175496,0.8387873383860901,0.9324027941750048,0.8641451145754433,0.8430121830758432,0.8488084356956551,OK
300,0.05,4,6,0.85,0.8,1,0.1,10,2,0.8388765046812305,0.8446779327260138,0.8388765046812305,0.932287148479845,0.8634432017221051,0.84381473936687,0.8482956952092204,OK
500,0.05,6,6,0.75,0.8,2,0.1,10,3,0.8374498439589835,0.844666262442533,0.8374498439589835,0.9442834950702518,0.8768027455036098,0.8441491338457073,0.86414606415944,OK
500,0.03,4,4,0.85,0.7,1,0.5,5,2,0.8387873383860901,0.8446612161137034,0.8387873383860901,0.9327422734555522,0.8639390338698716,0.8441268522113597,0.8489867802126758,OK
500,0.05,6,6,0.75,0.8,2,0.5,10,3,0.8374498439589835,0.844649145093219,0.8374498439589835,0.9442337167082595,0.8765563351863792,0.8431013483768671,0.8622065675368393,OK
500,0.05,6,6,0.85,0.8,2,0.5,10,3,0.837360677663843,0.8446289680333137,0.837360677663843,0.9446105645633908,0.8774200207371493,0.8408943454129044,0.8599326749448246,OK
300,0.05,4,4,0.85,0.8,1,0.5,10,2,0.8387873383860901,0.8446287568233135,0.8387873383860901,0.9324509616511318,0.8636652577919319,0.8437701746072657,0.8484963327908688,OK
400,0.05,6,3,0.7,0.7,3,0.1,1,3,0.837360677663843,0.8446008932361712,0.837360677663843,0.9436621903131586,0.8770065312837092,0.8424994430858685,0.8611142073700871,OK
500,0.05,6,6,0.75,0.7,2,0.5,5,3,0.8374498439589835,0.8445971145259777,0.8374498439589835,0.9441663777015848,0.8758211473038151,0.8445950304235478,0.8639008404485364,OK
500,0.03,4,6,0.85,0.8,2,0.5,10,2,0.8387873383860901,0.8445960773934881,0.8387873383860901,0.9317815888553108,0.8633926218289077,0.842989888023315,0.8481619368214548,OK
500,0.05,6,4,0.75,0.7,2,0.1,10,3,0.837360677663843,0.8445895757194234,0.837360677663843,0.9440923565016904,0.8768416615285379,0.843302014285985,0.8623180328599772,OK
500,0.03,4,4,0.85,0.7,1,0.1,10,2,0.8386981720909497,0.8445793428381511,0.8386981720909497,0.9322279434524172,0.8638887782626863,0.8437701477709044,0.8483625744031031,OK
500,0.03,4,4,0.85,0.8,1,0.5,10,2,0.8386981720909497,0.8445712510176108,0.8386981720909497,0.9322590872458171,0.8638201893813199,0.8431013468859581,0.8478052477874133,OK
500,0.05,6,6,0.85,0.8,2,0.5,5,3,0.8372715113687026,0.8445632637466691,0.8372715113687026,0.944739316107753,0.8776260179537111,0.8423656951343328,0.8621396883429565,OK
500,0.03,4,6,0.75,0.7,1,0.1,10,2,0.8386981720909497,0.8445550261523082,0.8386981720909497,0.9322215794588743,0.8636832254272528,0.843413453766812,0.8490759524711862,OK
500,0.03,4,6,0.75,0.8,1,0.1,5,2,0.8386981720909497,0.8445550261523082,0.8386981720909497,0.9328184027283076,0.8636832254272528,0.8445504209366747,0.8494326415052277,OK
500,0.05,6,6,0.85,0.7,2,0.5,5,3,0.8372715113687026,0.8445409915987492,0.8372715113687026,0.9440279409545497,0.8772940311877735,0.842722365283882,0.8608021044653008,OK
500,0.03,4,6,0.75,0.8,2,0.5,5,2,0.8386090057958092,0.8445296910246526,0.8386090057958092,0.9324157608118483,0.8641137627268783,0.8441491308638897,0.8488530218249103,OK
400,0.05,6,5,0.7,0.7,3,0.1,1,3,0.8372715113687026,0.8445185194566204,0.8372715113687026,0.9432418883146181,0.8769632482071015,0.842254251180779,0.8603116570434938,OK
300,0.05,4,4,0.85,0.7,1,0.1,10,2,0.8386981720909497,0.8444648042526524,0.8386981720909497,0.9324274745374629,0.8629350156389096,0.8442828773245165,0.8490536594065586,OK
300,0.05,6,4,0.85,0.7,1,0.5,5,3,0.8371823450735622,0.8444641886412692,0.8371823450735622,0.9429203674283492,0.8773338257692419,0.8422319173646179,0.8570122834786098,OK
500,0.03,4,4,0.75,0.8,2,0.1,10,2,0.8385198395006688,0.8444558285768864,0.8385198395006688,0.9320353928727887,0.8641327197426377,0.8434580453627776,0.8480727645629444,OK
500,0.05,6,4,0.85,0.7,2,0.5,5,3,0.8371823450735622,0.8444530089746091,0.8371823450735622,0.9441476039206337,0.8771680626246307,0.843413449294085,0.8625855496355084,OK
500,0.03,4,6,0.75,0.8,1,0.1,10,2,0.8385198395006688,0.8444317322261222,0.8385198395006688,0.9321922653136179,0.8639258704543068,0.8437032954133162,0.8482734021445928,OK
500,0.05,6,6,0.75,0.7,2,0.1,10,3,0.8371823450735622,0.844424840785537,0.8371823450735622,0.9439372540465651,0.8767549701808244,0.8430790682334283,0.8624294981831152,OK
400,0.05,6,3,0.7,0.7,3,0.0,1,3,0.8370931787784217,0.8443481287930112,0.8370931787784217,0.9438716850255948,0.8767941533025483,0.8428561430535969,0.8614486033395011,OK
400,0.05,6,3,0.7,0.7,1,0.0,5,3,0.8370931787784217,0.8443140073890314,0.8370931787784217,0.9442347508572099,0.8763002557635742,0.84550901426813,0.8649040283567782,OK
500,0.03,4,6,0.75,0.8,2,0.1,5,2,0.8383415069103879,0.8442840514687439,0.8383415069103879,0.9326948418161787,0.86396363051965,0.8442383349285462,0.8493211761820898,OK
500,0.05,6,4,0.85,0.7,2,0.1,10,3,0.8369148461881409,0.8442502004241518,0.8369148461881409,0.9444632381128755,0.8777043915410895,0.8426109034394207,0.8602893639788661,OK
300,0.05,4,4,0.75,0.8,1,0.5,10,2,0.8384306732055283,0.8442440409408614,0.8384306732055283,0.9314942346593748,0.8629863188600272,0.8436586963628058,0.8485632119847516,OK
