n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,scale_pos_weight,accuracy,f1_score,recall,roc_auc,precision,cv_score,train_score,overfitting
500,0.05,6,4,0.75,0.8,2,0.1,5,2,0.8543914400356665,0.8593356911431024,0.8543914400356665,0.9446855204748366,0.8755830657284557,0.8559867362656365,0.8817575852152395,OK
500,0.05,6,4,0.85,0.7,2,0.5,5,2,0.854302273740526,0.8593318690621445,0.854302273740526,0.944069167700219,0.8761809238365792,0.8542924643461944,0.8749359074391957,OK
500,0.05,6,6,0.75,0.8,2,0.5,10,2,0.854302273740526,0.8592850027255344,0.854302273740526,0.9438600707373792,0.8757898776886243,0.8535122284531482,0.8771875069665827,OK
300,0.05,6,4,0.85,0.7,1,0.5,5,2,0.854302273740526,0.8592771471941932,0.854302273740526,0.9432760351174709,0.8757249666852737,0.8534230601703063,0.8728626524288294,OK
500,0.05,6,6,0.85,0.7,2,0.1,5,2,0.8542131074453856,0.859226296842572,0.8542131074453856,0.9441131588055834,0.8759329904439939,0.8539357822693736,0.8751588380854716,OK
500,0.05,6,6,0.85,0.7,2,0.5,5,2,0.8542131074453856,0.8592106524827916,0.8542131074453856,0.9437582667281745,0.8758027104289251,0.8538466139865317,0.8744008738881334,OK
500,0.03,6,6,0.85,0.7,1,0.1,5,2,0.8540347748551048,0.8591699555409924,0.8540347748551048,0.9434931467346785,0.8767504400193895,0.8537797467198542,0.8734199790445193,OK
500,0.05,6,6,0.75,0.7,2,0.1,10,2,0.8542131074453856,0.8591554962679602,0.8542131074453856,0.9435715431801336,0.8753490995621979,0.8542925001280094,0.8768308179325411,OK
300,0.05,6,4,0.85,0.7,1,0.1,5,2,0.8541239411502453,0.8591049038003061,0.8541239411502453,0.9431656198295038,0.8755556003356614,0.8537128690168139,0.8737543750139332,OK
500,0.05,6,4,0.75,0.8,1,0.5,10,2,0.8542131074453856,0.8590270712284507,0.8542131074453856,0.9444305430960495,0.8743261090250306,0.8566332406071453,0.8850123726508683,OK
500,0.05,6,4,0.75,0.7,2,0.5,5,2,0.8541239411502453,0.8590095259451497,0.8541239411502453,0.9441794636633072,0.8747824512031107,0.8557415458514558,0.8795505718171077,OK
500,0.05,6,6,0.75,0.7,2,0.5,5,2,0.8540347748551048,0.8589911368041999,0.8540347748551048,0.9439760545196962,0.8752442852851201,0.8546714742755408,0.8780123503578037,OK
500,0.05,6,4,0.85,0.8,2,0.1,5,2,0.8539456085599644,0.8589797178633213,0.8539456085599644,0.9441794040008676,0.8757769076500047,0.8542702110391169,0.8766301803508928,OK
500,0.05,6,4,0.85,0.8,2,0.1,10,2,0.8539456085599644,0.8589719067808705,0.8539456085599644,0.9440391972681286,0.8757116075013487,0.8531778444106736,0.8746238045344094,OK
500,0.03,6,4,0.75,0.7,1,0.1,5,2,0.8538564422648239,0.8588818963455507,0.8538564422648239,0.9431377574702742,0.8755943173320976,0.8538243368249109,0.8739104264663263,OK
500,0.05,6,4,0.75,0.7,2,0.1,5,2,0.8538564422648239,0.8588267839183756,0.8538564422648239,0.9439821400885214,0.8751395599712243,0.8558752878393557,0.8807321042423703,OK
500,0.05,6,6,0.75,0.7,2,0.1,5,2,0.8537672759696835,0.8587761729993738,0.8537672759696835,0.9436750774000828,0.8753468049796863,0.8553625389039273,0.8795505718171077,OK
500,0.05,6,4,0.75,0.8,2,0.1,10,2,0.853678109674543,0.8586545164185811,0.853678109674543,0.943972633873167,0.8749701766326867,0.8548943800735559,0.878814900684397,OK
500,0.05,6,4,0.75,0.7,2,0.1,10,2,0.8535889433794026,0.8585802668374121,0.8535889433794026,0.9437404674337347,0.8749826384851294,0.8547606425583826,0.8779008850346657,OK
500,0.05,6,4,0.85,0.7,2,0.5,10,2,0.8534997770842622,0.8585687845618782,0.8534997770842622,0.94387556308416,0.8755172095520571,0.8523975667721766,0.8722384466192568,OK
500,0.05,6,6,0.75,0.8,2,0.1,5,2,0.8535889433794026,0.8585085290276814,0.8535889433794026,0.9441689232990019,0.8744022492299097,0.8552065078271349,0.8807098111777426,OK
500,0.03,6,4,0.85,0.7,1,0.1,5,2,0.8534106107891217,0.8585021672767766,0.8534106107891217,0.9436989821508278,0.8755966499636454,0.8545599945401722,0.8748244421160577,OK
500,0.05,6,6,0.75,0.7,2,0.5,10,2,0.8534997770842622,0.8584901797254962,0.8534997770842622,0.9435660144607434,0.8748655469681719,0.8534899572551632,0.8763849566399893,OK
500,0.03,6,6,0.75,0.7,1,0.5,5,2,0.8534106107891217,0.8584709869878614,0.8534106107891217,0.9428981928883486,0.8753343216379375,0.8534899527824363,0.8729518246873398,OK
500,0.03,6,4,0.75,0.7,2,0.1,5,2,0.8532322781988408,0.8583533086846631,0.8532322781988408,0.942828865133692,0.8756249070790131,0.8531109607439974,0.8718594645205876,OK
300,0.05,6,4,0.75,0.7,1,0.1,5,2,0.8532322781988408,0.8583455614467524,0.8532322781988408,0.9428726573642582,0.875558981281221,0.8540026853178663,0.873486858238402,OK
500,0.05,6,4,0.75,0.7,2,0.5,10,2,0.8533214444939813,0.8583337643361293,0.8533214444939813,0.9437418794448019,0.874825916341253,0.8534676517662722,0.8759836814766926,OK
500,0.05,6,6,0.85,0.8,2,0.1,10,2,0.8531431119037004,0.8583096620501005,0.8531431119037004,0.9435078038073069,0.8759042174950848,0.8528434424772914,0.8723276188777671,OK
300,0.05,6,6,0.85,0.7,1,0.1,5,2,0.8532322781988408,0.8582988105730047,0.8532322781988408,0.9433707591838593,0.8751650011982094,0.853445343295563,0.8730409969458501,OK
500,0.05,6,4,0.85,0.7,2,0.1,10,2,0.8532322781988408,0.8582752628700437,0.8532322781988408,0.9436108408402601,0.8749690232407412,0.8528434394954735,0.8720378090376084,OK
500,0.03,6,6,0.85,0.7,1,0.5,5,2,0.85305394560856,0.8582427940015915,0.85305394560856,0.9434777339378172,0.8759857837094831,0.8538243442794556,0.873486858238402,OK
300,0.05,6,4,0.85,0.7,2,0.5,5,2,0.8531431119037004,0.8582166381828716,0.8531431119037004,0.9432550936012192,0.8751130711545503,0.8531332349238004,0.8705441737075595,OK
500,0.05,6,6,0.85,0.7,2,0.1,10,2,0.85305394560856,0.8581500954221013,0.85305394560856,0.943615454735579,0.8751923523242264,0.8528657256025483,0.8728626524288294,OK
300,0.05,6,4,0.85,0.8,1,0.5,5,2,0.85305394560856,0.8581422877717269,0.85305394560856,0.9440778983038605,0.8751267202130185,0.8542256090067886,0.8739550125955815,OK
300,0.05,6,4,0.75,0.8,1,0.5,5,2,0.8529647793134195,0.85811449106949,0.8529647793134195,0.943151937243387,0.8755361566736705,0.8537128600713602,0.8738658403370712,OK
500,0.03,6,4,0.75,0.7,1,0.5,5,2,0.8529647793134195,0.8580757160939302,0.8529647793134195,0.9430713134001919,0.8752062948787791,0.8537574740309601,0.873932719530954,OK
500,0.03,6,4,0.75,0.7,2,0.5,5,2,0.8529647793134195,0.8580757160939302,0.8529647793134195,0.9429095287518467,0.8752062948787791,0.8529326286510409,0.8714581893572909,OK
300,0.05,6,6,0.85,0.7,1,0.5,5,2,0.8529647793134195,0.8580522980782331,0.8529647793134195,0.9431101536482827,0.8750092767947801,0.85362370371579,0.8726397217825534,OK
300,0.05,6,6,0.85,0.7,2,0.5,5,2,0.8528756130182791,0.8579857518288816,0.8528756130182791,0.9429026079088689,0.8750887640653074,0.8527765453924347,0.8695186927346903,OK
500,0.03,6,4,0.85,0.7,1,0.5,5,2,0.8527864467231386,0.8579424043394348,0.8527864467231386,0.9437207191662723,0.8753668946485236,0.8540918401825274,0.8737543750139332,OK
500,0.05,6,4,0.75,0.8,2,0.5,10,2,0.8528756130182791,0.8579387339367744,0.8528756130182791,0.9442689772099823,0.8746956076543535,0.8547160405260543,0.8774550237421138,OK
300,0.05,6,4,0.85,0.7,2,0.1,5,2,0.8527864467231386,0.8579191494036749,0.8527864467231386,0.9431019202316365,0.8751687348319771,0.8534230542066705,0.870521880642932,OK
500,0.05,6,6,0.85,0.8,2,0.5,10,2,0.8526972804279982,0.8579140321923858,0.8526972804279982,0.9435888850625378,0.8757806338654232,0.8528434081863855,0.8718817575852152,OK
500,0.05,6,6,0.85,0.8,2,0.5,5,2,0.8527864467231386,0.8578801359170182,0.8527864467231386,0.9437943625040501,0.8748399658756878,0.8544485520775273,0.8732862206567537,OK
500,0.03,6,4,0.75,0.8,1,0.5,5,2,0.8526081141328578,0.8577703176093797,0.8526081141328578,0.9436174037086013,0.8751976326233766,0.8540472590229244,0.8741333571126023,OK
500,0.03,6,4,0.75,0.8,2,0.1,5,2,0.8526081141328578,0.8577703176093797,0.8526081141328578,0.943356340760989,0.8751976326233766,0.8532224345157302,0.872773480170319,OK
500,0.03,6,6,0.75,0.7,1,0.1,5,2,0.8526081141328578,0.8576922598328826,0.8526081141328578,0.9428079633924,0.8745396586226509,0.8535791136107332,0.8731970483982433,OK
500,0.03,6,6,0.85,0.7,1,0.1,10,2,0.8524297815425769,0.8576598331004602,0.8524297815425769,0.9428755211613525,0.875560183912954,0.8529103201803317,0.870410415319794,OK
500,0.05,6,6,0.85,0.8,2,0.1,5,2,0.8524297815425769,0.8576214272573869,0.8524297815425769,0.9438940385529138,0.8752272394756411,0.8538466288956214,0.8754486479256304,OK
300,0.05,6,6,0.75,0.7,1,0.5,5,2,0.8524297815425769,0.857574919602109,0.8524297815425769,0.94241429072934,0.8748301748532019,0.8541587327946573,0.8723722050070223,OK
500,0.03,6,6,0.85,0.7,1,0.5,10,2,0.8523406152474364,0.8575315374846991,0.8523406152474364,0.9429592872263592,0.8751094242133962,0.8524867514550168,0.8702097777381457,OK
500,0.05,6,6,0.85,0.7,2,0.5,10,2,0.8523406152474364,0.8575083079432281,0.8523406152474364,0.9432776261158566,0.8749106587389648,0.8517510713761213,0.8711460864525046,OK
500,0.03,6,4,0.85,0.8,1,0.1,5,2,0.8523406152474364,0.8574693363809867,0.8523406152474364,0.9437748131113858,0.8745808781669695,0.8540918610552527,0.8747352698575473,OK
500,0.05,6,4,0.85,0.8,2,0.5,10,2,0.8523406152474364,0.8574693363809867,0.8523406152474364,0.9439001042342593,0.8745808781669695,0.8528434305500198,0.8722384466192568,OK
500,0.03,6,4,0.85,0.7,2,0.1,5,2,0.852251448952296,0.8574570844999212,0.852251448952296,0.9432648981287712,0.8751244399517972,0.853177830992493,0.8713021379048977,OK
300,0.05,6,6,0.85,0.8,1,0.1,5,2,0.852251448952296,0.8574183771252293,0.852251448952296,0.9436540762213915,0.8747929626015323,0.8537351685420691,0.8741556501772298,OK
500,0.03,6,4,0.75,0.7,1,0.5,10,2,0.852251448952296,0.8574183771252293,0.852251448952296,0.9426651513998041,0.8747929626015323,0.8526205158065512,0.8704327083844217,OK
500,0.03,6,6,0.85,0.7,2,0.1,5,2,0.8521622826571555,0.8573749153205993,0.8521622826571555,0.9429594065512381,0.8750730725245423,0.8530663542389423,0.8705664667721872,OK
500,0.03,6,6,0.75,0.7,2,0.1,5,2,0.852251448952296,0.8573557798840427,0.852251448952296,0.9428305555694768,0.8742664848857108,0.8535568334672945,0.8714804824219186,OK
500,0.03,6,4,0.85,0.7,1,0.1,10,2,0.8521622826571555,0.8573517343730311,0.8521622826571555,0.9431975392346168,0.8748738410708022,0.8527765588106154,0.8716365338743117,OK
500,0.05,6,6,0.75,0.8,2,0.5,5,2,0.8523406152474364,0.8573504956100559,0.8523406152474364,0.9442089369084021,0.8736027444739156,0.8552956731281588,0.8801747776266804,OK
500,0.03,6,4,0.75,0.7,1,0.1,10,2,0.8521622826571555,0.8573439818433559,0.8521622826571555,0.9425980510428875,0.8748075800499856,0.8531332662328884,0.871012328064739,OK
300,0.05,6,4,0.75,0.8,1,0.1,5,2,0.8521622826571555,0.8573284384186077,0.8521622826571555,0.9429314447546097,0.8746752821666792,0.8554293972251513,0.875248010343982,OK
500,0.03,6,4,0.85,0.7,1,0.5,10,2,0.8520731163620151,0.8572773098610301,0.8520731163620151,0.9429707026397764,0.8748887504659192,0.8527765543378885,0.8705887598368147,OK
300,0.05,6,6,0.85,0.8,1,0.5,5,2,0.8520731163620151,0.8572695718320914,0.8520731163620151,0.9436424818206558,0.8748223744558453,0.8542033139542601,0.8732639275921261,OK
300,0.05,6,4,0.85,0.7,2,0.5,10,2,0.8520731163620151,0.8572384918166401,0.8520731163620151,0.9426758309764681,0.8745576174151507,0.850903947343672,0.8675791961120896,OK
500,0.03,6,6,0.85,0.8,1,0.5,5,2,0.8520731163620151,0.8572384918166401,0.8520731163620151,0.9435184833839707,0.8745576174151507,0.8530440681318675,0.8727957732349466,OK
300,0.05,6,4,0.75,0.7,1,0.5,5,2,0.8520731163620151,0.8572228749645927,0.8520731163620151,0.9424841753334315,0.8744256870097176,0.8541141516350542,0.872884945493457,OK
500,0.03,6,4,0.85,0.7,2,0.5,5,2,0.8519839500668748,0.8571641251121732,0.8519839500668748,0.9431196200886774,0.8745721287623053,0.8530440830409572,0.8708339835477183,OK
500,0.03,6,6,0.75,0.7,1,0.5,10,2,0.8518947837717343,0.8570819706891588,0.8518947837717343,0.9424293256640847,0.874520584522789,0.8520409115317168,0.8702766569320285,OK
500,0.05,6,4,0.85,0.8,2,0.5,5,2,0.8518947837717343,0.8570819706891588,0.8518947837717343,0.9441478027954319,0.874520584522789,0.85409185061889,0.8745123392112714,OK
300,0.05,6,6,0.85,0.7,1,0.1,10,2,0.8518056174765939,0.8570075889794798,0.8518056174765939,0.9428476389146431,0.8745353346516581,0.8523752702287393,0.8701651916088905,OK
300,0.05,6,6,0.85,0.7,1,0.5,10,2,0.8518947837717343,0.8569956208225792,0.8518947837717343,0.942794837655718,0.8737969523513335,0.8522192182792212,0.8705441737075595,OK
300,0.05,6,6,0.75,0.8,2,0.1,5,2,0.8518056174765939,0.8569920336966457,0.8518056174765939,0.9426996760647737,0.8744028637739756,0.8536905814188303,0.871123793387877,OK
300,0.05,6,6,0.85,0.8,1,0.1,10,2,0.8518056174765939,0.8569842368225128,0.8518056174765939,0.9428948915666984,0.8743367402632587,0.8524644668388511,0.8707671043538355,OK
300,0.05,6,4,0.85,0.8,2,0.1,5,2,0.8518056174765939,0.8569764271165917,0.8518056174765939,0.943222875883909,0.8742706913632156,0.8522638337297302,0.8715919477450566,OK
300,0.05,6,6,0.75,0.8,1,0.1,5,2,0.8517164511814534,0.8569331924646734,0.8517164511814534,0.9429817998535167,0.8745502614561974,0.8545377158876423,0.8739995987248367,OK
300,0.05,6,4,0.85,0.7,1,0.1,10,2,0.851627284886313,0.8568587811178994,0.851627284886313,0.9430198247149348,0.8745653647918753,0.8527988538631437,0.8703658291905388,OK
500,0.03,6,6,0.75,0.8,1,0.5,5,2,0.851627284886313,0.8568587811178994,0.851627284886313,0.9433002580678931,0.8745653647918753,0.8535791180834602,0.8733753929152641,OK
300,0.05,6,4,0.85,0.8,1,0.5,10,2,0.851627284886313,0.8568355162827043,0.851627284886313,0.9431707507992977,0.874366081442086,0.8529771919197362,0.8713690170987806,OK
500,0.03,6,6,0.75,0.8,1,0.1,5,2,0.851627284886313,0.8568355162827043,0.851627284886313,0.943288484679839,0.874366081442086,0.8538020417723825,0.8738658403370712,OK
500,0.03,6,6,0.75,0.7,2,0.5,5,2,0.851627284886313,0.8568277356980364,0.851627284886313,0.9423621855322085,0.8742998028270972,0.8523975965903556,0.8706556390306975,OK
300,0.05,6,6,0.75,0.8,1,0.5,5,2,0.851627284886313,0.8568121360244653,0.851627284886313,0.9424175522760305,0.8741674693115484,0.8530217715884302,0.8728626524288294,OK
300,0.05,6,6,0.85,0.8,1,0.5,10,2,0.8515381185911726,0.8568074608675196,0.8515381185911726,0.9429772456206378,0.8747809433452641,0.8526650910025183,0.8705441737075595,OK
500,0.05,6,6,0.75,0.8,2,0.1,10,2,0.8517164511814534,0.8567995810880016,0.8517164511814534,0.9436173639336417,0.8734318150081413,0.8550058583180155,0.8776779543883898,OK
300,0.05,6,4,0.75,0.8,2,0.5,5,2,0.8515381185911726,0.8567766273392508,0.8515381185911726,0.9429950648025576,0.8745140274177778,0.8530886403460168,0.8716588269389393,OK
300,0.05,6,6,0.85,0.8,2,0.5,5,2,0.8515381185911726,0.8567688869597879,0.8515381185911726,0.9428735523008501,0.8744474848987988,0.8530886806005586,0.8698753817687317,OK
300,0.05,6,4,0.75,0.7,1,0.5,10,2,0.8515381185911726,0.8567065019988226,0.8515381185911726,0.9422084950881505,0.8739178287808234,0.8524644459661257,0.869919967897987,OK
300,0.05,6,4,0.85,0.8,1,0.1,5,2,0.8514489522960321,0.8566867363836661,0.8514489522960321,0.9437365694876897,0.8743961288809862,0.8545154297805677,0.8747575629221749,OK
300,0.05,6,6,0.75,0.7,1,0.1,5,2,0.8514489522960321,0.8566634435859285,0.8514489522960321,0.9424161601524432,0.8741968282325138,0.8532447101864422,0.873107876139733,OK
500,0.03,6,4,0.85,0.7,2,0.5,10,2,0.8513597860008917,0.8566431434602009,0.8513597860008917,0.9425241093929122,0.8746786534800569,0.8517064917074272,0.8680919365985242,OK
500,0.03,6,6,0.85,0.8,1,0.1,10,2,0.8514489522960321,0.8566400352264177,0.8514489522960321,0.9429032443082231,0.8739981983598383,0.8528657226207302,0.8711460864525046,OK
500,0.03,6,6,0.85,0.7,2,0.5,5,2,0.8513597860008917,0.8566277593827597,0.8513597860008917,0.9428600487020515,0.8745448861834767,0.8527319865964661,0.8700760193503801,OK
300,0.05,6,4,0.85,0.8,2,0.5,10,2,0.8513597860008917,0.8566045872519708,0.8513597860008917,0.9428415931207774,0.8743447943469589,0.8516619135296422,0.8676906614352276,OK
500,0.03,6,6,0.75,0.7,2,0.5,10,2,0.8513597860008917,0.8566045872519708,0.8513597860008917,0.9422301724411555,0.8743447943469589,0.8513721076649525,0.8677798336937379,OK
300,0.05,6,4,0.75,0.8,2,0.1,5,2,0.8513597860008917,0.8565968375747548,0.8513597860008917,0.9430115316358496,0.8742782461355492,0.8537797288289468,0.8723944980716499,OK
500,0.03,6,4,0.75,0.8,2,0.5,5,2,0.8513597860008917,0.8565735115379135,0.8513597860008917,0.9431828026120692,0.8740790486088493,0.8528657449843645,0.8718817575852152,OK
500,0.03,6,4,0.75,0.7,2,0.1,10,2,0.8512706197057512,0.8565069309058139,0.8512706197057512,0.9422912468916862,0.874160379162186,0.8516396423316571,0.8689167799897451,OK
300,0.05,6,4,0.85,0.8,2,0.1,10,2,0.8512706197057512,0.8564679344283702,0.8512706197057512,0.9427667565342105,0.873828927408128,0.8520186045519168,0.869585571928573,OK
300,0.05,6,4,0.85,0.7,1,0.5,10,2,0.8511814534106108,0.856393623768938,0.8511814534106108,0.9428384111240062,0.8738435364222013,0.8520854822549571,0.8700091401564973,OK
500,0.03,6,4,0.85,0.8,1,0.5,5,2,0.8511814534106108,0.8563701152966283,0.8511814534106108,0.9437143352852497,0.8736452149274888,0.8545822881017916,0.874311701629623,OK
500,0.03,6,4,0.85,0.7,2,0.1,10,2,0.8510922871154704,0.8563658800007774,0.8510922871154704,0.9424620604558704,0.8742576623734082,0.8517956674448138,0.8686046770849589,OK
500,0.03,6,6,0.85,0.8,1,0.5,10,2,0.8511814534106108,0.8563622533549761,0.8511814534106108,0.9428448148925086,0.8735792566282271,0.851884823800384,0.8706779320953252,OK
300,0.05,6,6,0.75,0.7,2,0.1,10,2,0.8510922871154704,0.8563348768661327,0.8510922871154704,0.9419189731569139,0.8739911375342807,0.8512829289457481,0.8677798336937379,OK
300,0.05,6,4,0.75,0.8,1,0.1,10,2,0.8510922871154704,0.8563114895527167,0.8510922871154704,0.9423449828621631,0.873792025604209,0.8530217730793392,0.8711015003232494,OK
500,0.03,6,6,0.85,0.7,2,0.5,10,2,0.8510031208203299,0.856306847071246,0.8510031208203299,0.9423438095008536,0.874407249077752,0.851595031353875,0.8675346099828344,OK
300,0.05,6,6,0.75,0.7,1,0.5,10,2,0.8510922871154704,0.8562564680551632,0.8510922871154704,0.9419584299168791,0.8733300357128962,0.8524198707701586,0.869919967897987,OK
300,0.05,6,6,0.75,0.7,1,0.1,10,2,0.8510922871154704,0.8562247428765242,0.8510922871154704,0.9417712489568023,0.8730676780673106,0.8529326152328601,0.8701651916088905,OK
500,0.03,6,6,0.85,0.8,1,0.1,5,2,0.8510031208203299,0.8562137043912241,0.8510031208203299,0.9435213869560248,0.8736080868545869,0.853846609513805,0.873486858238402,OK
500,0.03,6,6,0.75,0.8,1,0.5,10,2,0.8509139545251895,0.8561861223055751,0.8509139545251895,0.9423093643858035,0.8740216948475243,0.8521969217357839,0.8704550014490492,OK
500,0.03,6,6,0.75,0.8,2,0.5,5,2,0.8509139545251895,0.8561628228264515,0.8509139545251895,0.9429161711701068,0.8738218959063752,0.8522638188206407,0.8707671043538355,OK
500,0.03,6,6,0.85,0.7,2,0.1,10,2,0.8509139545251895,0.8561550306004932,0.8509139545251895,0.9423115520085837,0.8737554450604292,0.8518179624973422,0.8684709186971933,OK
500,0.03,6,6,0.85,0.8,2,0.5,10,2,0.850824788230049,0.85615022493499,0.850824788230049,0.9423957158231868,0.8743722957866678,0.8508593572386153,0.8672448001426756,OK
